campus,bldgname,ts,present_elec_kwh,present_htwt_mmbtuh,present_wtr_usgal,present_chll_tonh,present_co2_tonh,latitude,longitude,year,month,day,hour,temp_c,rel_humidity_%,surface_pressure_hpa,cloud_cover_%,direct_radiation_w/m2,precipitation_mm,wind_speed_ground_km/h,wind_dir_ground_deg
West,Anthropology,2023-03-14T00:00:00,,0.1565573999999999,,,,41.315162,-105.580868,2023,3,14,0,-4.9,70,774.7,48,0.0,0.0,17.4,243
West,Anthropology,2023-03-14T01:00:00,45.0,0.2184598999999999,,,0.0310499999999999,41.315162,-105.580868,2023,3,14,1,-4.3,69,775.1,36,0.0,0.0,18.9,246
West,Anthropology,2023-03-14T02:00:00,45.0,0.1452601,,,0.0310499999999999,41.315162,-105.580868,2023,3,14,2,-4.2,69,774.9,12,0.0,0.0,19.5,247
West,Anthropology,2023-03-14T03:00:00,47.0,0.1818603999999999,,,0.03243,41.315162,-105.580868,2023,3,14,3,-4.1,70,775.0,0,0.0,0.0,19.5,247
West,Anthropology,2023-03-14T04:00:00,45.0,0.2290423999999999,,,0.0310499999999999,41.315162,-105.580868,2023,3,14,4,-4.1,71,775.1,0,0.0,0.0,20.9,249
West,Anthropology,2023-03-14T05:00:00,45.0,0.1805357999999999,,,0.0310499999999999,41.315162,-105.580868,2023,3,14,5,-3.6,71,775.6,0,0.0,0.0,20.4,249
West,Anthropology,2023-03-14T06:00:00,45.0,0.1844526,,,0.0310499999999999,41.315162,-105.580868,2023,3,14,6,-3.2,71,776.1,0,0.0,0.0,20.3,245
West,Anthropology,2023-03-14T07:00:00,48.0,0.1512427,,,0.03312,41.315162,-105.580868,2023,3,14,7,-3.0,72,776.2,0,0.0,0.0,22.7,245
West,Anthropology,2023-03-14T08:00:00,51.0,0.1149603999999999,,,0.03519,41.315162,-105.580868,2023,3,14,8,-2.7,72,776.4,2,20.0,0.0,24.2,245
West,Anthropology,2023-03-14T09:00:00,52.0,0.1490006,,,0.0358799999999999,41.315162,-105.580868,2023,3,14,9,-1.4,71,776.9,4,167.0,0.0,28.8,252
West,Anthropology,2023-03-14T10:00:00,58.0,0.0,,,0.04002,41.315162,-105.580868,2023,3,14,10,0.1,69,777.4,0,351.0,0.0,28.8,257
West,Anthropology,2023-03-14T11:00:00,55.0,0.114356,,,0.03795,41.315162,-105.580868,2023,3,14,11,1.6,65,777.8,3,512.0,0.0,29.8,258
West,Anthropology,2023-03-14T12:00:00,52.0,0.1096888,,0.0,0.0358799999999999,41.315162,-105.580868,2023,3,14,12,2.7,60,777.8,11,640.0,0.0,28.7,258
West,Anthropology,2023-03-14T13:00:00,54.0,0.0856212,,0.0,0.03726,41.315162,-105.580868,2023,3,14,13,3.8,52,778.1,8,728.0,0.0,26.3,260
West,Anthropology,2023-03-14T14:00:00,55.0,0.0147147999999999,,0.0,0.03795,41.315162,-105.580868,2023,3,14,14,4.1,50,777.6,19,741.0,0.0,22.7,260
West,Anthropology,2023-03-14T15:00:00,55.0,0.0795049999999999,,0.0,0.03795,41.315162,-105.580868,2023,3,14,15,4.6,50,777.4,26,675.0,0.0,17.7,257
West,Anthropology,2023-03-14T16:00:00,50.0,0.0468424999999999,,0.0,0.0344999999999999,41.315162,-105.580868,2023,3,14,16,4.4,53,777.5,34,549.0,0.0,13.2,248
West,Anthropology,2023-03-14T17:00:00,49.0,0.0,,0.0,0.03381,41.315162,-105.580868,2023,3,14,17,4.1,57,777.3,72,399.0,0.0,9.6,236
West,Anthropology,2023-03-14T18:00:00,47.0,0.0884153999999999,,0.0,0.03243,41.315162,-105.580868,2023,3,14,18,3.3,60,776.2,79,177.0,0.0,8.6,213
West,Anthropology,2023-03-14T19:00:00,47.0,0.0,,0.0,0.03243,41.315162,-105.580868,2023,3,14,19,2.1,61,774.9,77,16.0,0.0,10.4,200
West,Anthropology,2023-03-14T20:00:00,44.0,0.0,,0.0,0.0303599999999999,41.315162,-105.580868,2023,3,14,20,1.3,63,773.9,59,0.0,0.0,10.6,198
West,Anthropology,2023-03-14T21:00:00,45.0,0.0,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,14,21,0.9,64,773.8,90,0.0,0.0,11.9,209
West,Anthropology,2023-03-14T22:00:00,45.0,0.1231826999999999,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,14,22,0.3,65,773.1,89,0.0,0.0,11.8,203
West,Anthropology,2023-03-14T23:00:00,48.0,0.131288,,0.0,0.03312,41.315162,-105.580868,2023,3,14,23,0.6,65,772.6,86,0.0,0.0,13.7,198
West,Anthropology,2023-03-15T00:00:00,44.0,0.0,,,0.0303599999999999,41.315162,-105.580868,2023,3,15,0,1.3,62,772.5,65,0.0,0.0,14.6,200
West,Anthropology,2023-03-15T01:00:00,45.0,0.1369164,,,0.0310499999999999,41.315162,-105.580868,2023,3,15,1,0.8,63,772.0,38,0.0,0.0,14.1,218
West,Anthropology,2023-03-15T02:00:00,45.0,0.0,,,0.0310499999999999,41.315162,-105.580868,2023,3,15,2,0.9,67,771.9,30,0.0,0.0,18.7,230
West,Anthropology,2023-03-15T03:00:00,44.0,0.147191,,,0.0303599999999999,41.315162,-105.580868,2023,3,15,3,1.4,71,771.3,29,0.0,0.0,26.4,244
West,Anthropology,2023-03-15T04:00:00,46.0,0.1388348999999999,,,0.03174,41.315162,-105.580868,2023,3,15,4,1.9,72,770.9,32,0.0,0.0,24.0,237
West,Anthropology,2023-03-15T05:00:00,49.0,0.0,,,0.03381,41.315162,-105.580868,2023,3,15,5,2.0,73,770.8,30,0.0,0.0,24.7,241
West,Anthropology,2023-03-15T06:00:00,47.0,0.0,,,0.03243,41.315162,-105.580868,2023,3,15,6,2.0,74,770.6,28,0.0,0.0,29.6,244
West,Anthropology,2023-03-15T07:00:00,48.0,0.1055363999999999,,,0.03312,41.315162,-105.580868,2023,3,15,7,1.9,74,770.0,26,0.0,0.0,30.0,240
West,Anthropology,2023-03-15T08:00:00,50.0,0.1475416,,,0.0344999999999999,41.315162,-105.580868,2023,3,15,8,2.0,74,770.0,6,22.0,0.0,24.6,243
West,Anthropology,2023-03-15T09:00:00,53.0,0.1202811999999999,,,0.03657,41.315162,-105.580868,2023,3,15,9,2.8,73,770.8,3,169.0,0.0,22.3,247
West,Anthropology,2023-03-15T10:00:00,51.0,0.1059495,,,0.03519,41.315162,-105.580868,2023,3,15,10,3.8,71,771.1,47,318.0,0.0,20.2,248
West,Anthropology,2023-03-15T11:00:00,51.0,0.0958378,,,0.03519,41.315162,-105.580868,2023,3,15,11,4.7,69,771.1,86,356.0,0.0,17.4,246
West,Anthropology,2023-03-15T12:00:00,54.0,0.0873808,,0.0,0.03726,41.315162,-105.580868,2023,3,15,12,5.3,66,771.2,71,485.0,0.0,18.0,241
West,Anthropology,2023-03-15T13:00:00,54.0,0.0859774,,0.0,0.03726,41.315162,-105.580868,2023,3,15,13,6.4,64,771.5,60,458.0,0.0,19.0,243
West,Anthropology,2023-03-15T14:00:00,51.0,0.0831938,,0.0,0.03519,41.315162,-105.580868,2023,3,15,14,6.4,65,771.5,80,666.0,0.0,18.4,253
West,Anthropology,2023-03-15T15:00:00,51.0,0.1041811999999999,,0.0,0.03519,41.315162,-105.580868,2023,3,15,15,6.0,68,771.1,93,383.0,0.0,16.8,261
West,Anthropology,2023-03-15T16:00:00,52.0,0.1084816,,0.0,0.0358799999999999,41.315162,-105.580868,2023,3,15,16,5.3,71,770.2,98,163.0,0.0,14.0,288
West,Anthropology,2023-03-15T17:00:00,49.0,0.1090843999999999,,0.0,0.03381,41.315162,-105.580868,2023,3,15,17,4.5,75,770.5,87,112.0,0.0,15.5,292
West,Anthropology,2023-03-15T18:00:00,47.0,0.1354862999999999,,0.0,0.03243,41.315162,-105.580868,2023,3,15,18,3.4,79,769.9,55,75.0,0.0,13.7,300
West,Anthropology,2023-03-15T19:00:00,45.0,0.0958928999999999,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,15,19,2.1,80,770.3,98,8.0,0.1,13.5,304
West,Anthropology,2023-03-15T20:00:00,47.0,0.149167,,0.0,0.03243,41.315162,-105.580868,2023,3,15,20,1.2,79,771.5,100,0.0,0.0,18.8,302
West,Anthropology,2023-03-15T21:00:00,47.0,0.191208,,0.0,0.03243,41.315162,-105.580868,2023,3,15,21,0.3,77,771.8,100,0.0,0.0,20.8,293
West,Anthropology,2023-03-15T22:00:00,46.0,0.1944631,,0.0,0.03174,41.315162,-105.580868,2023,3,15,22,-0.4,79,771.6,56,0.0,0.0,18.1,293
West,Anthropology,2023-03-15T23:00:00,46.0,0.1452735,,0.0,0.03174,41.315162,-105.580868,2023,3,15,23,-1.0,83,771.8,63,0.0,0.0,15.3,309
West,Anthropology,2023-03-16T00:00:00,45.0,0.2587701,,,0.0310499999999999,41.315162,-105.580868,2023,3,16,0,-1.5,88,772.4,70,0.0,0.1,13.0,336
West,Anthropology,2023-03-16T01:00:00,45.0,0.147783,,,0.0310499999999999,41.315162,-105.580868,2023,3,16,1,-3.4,88,772.4,79,0.0,0.1,15.0,349
West,Anthropology,2023-03-16T02:00:00,46.0,0.2286762,,,0.03174,41.315162,-105.580868,2023,3,16,2,-5.0,91,773.9,94,0.0,0.1,17.6,359
West,Anthropology,2023-03-16T03:00:00,48.0,,,,0.03312,41.315162,-105.580868,2023,3,16,3,-6.4,92,774.8,100,0.0,0.1,19.2,355
West,Anthropology,2023-03-16T04:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,16,4,-7.3,90,775.1,100,0.0,0.1,20.7,325
West,Anthropology,2023-03-16T05:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,16,5,-7.7,87,775.5,100,0.0,0.1,22.1,323
West,Anthropology,2023-03-16T06:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,16,6,-8.0,86,775.8,100,0.0,0.1,22.5,328
West,Anthropology,2023-03-16T07:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,16,7,-8.4,86,776.1,100,0.0,0.1,20.9,331
West,Anthropology,2023-03-16T08:00:00,48.0,,,,0.03312,41.315162,-105.580868,2023,3,16,8,-8.6,85,777.2,100,6.0,0.0,19.2,332
West,Anthropology,2023-03-16T09:00:00,51.0,,,,0.03519,41.315162,-105.580868,2023,3,16,9,-8.3,81,778.0,92,66.0,0.0,22.8,339
West,Anthropology,2023-03-16T10:00:00,48.0,,,,0.03312,41.315162,-105.580868,2023,3,16,10,-7.8,78,779.1,86,270.0,0.0,25.6,346
West,Anthropology,2023-03-16T11:00:00,51.0,,,,0.03519,41.315162,-105.580868,2023,3,16,11,-7.2,72,780.0,96,394.0,0.0,25.3,349
West,Anthropology,2023-03-16T12:00:00,54.0,0.253884,,0.0,0.03726,41.315162,-105.580868,2023,3,16,12,-6.5,66,780.9,93,442.0,0.0,23.2,344
West,Anthropology,2023-03-16T13:00:00,53.0,0.2628352,,0.0,0.03657,41.315162,-105.580868,2023,3,16,13,-6.2,62,780.5,95,372.0,0.1,22.6,338
West,Anthropology,2023-03-16T14:00:00,53.0,0.2008037,,0.0,0.03657,41.315162,-105.580868,2023,3,16,14,-5.7,58,780.6,100,446.0,0.0,23.7,334
West,Anthropology,2023-03-16T15:00:00,52.0,0.2489233,,0.0,0.0358799999999999,41.315162,-105.580868,2023,3,16,15,-5.6,57,780.6,100,389.0,0.0,25.0,333
West,Anthropology,2023-03-16T16:00:00,52.0,0.2547681,,0.0,0.0358799999999999,41.315162,-105.580868,2023,3,16,16,-5.7,58,781.3,67,307.0,0.0,22.4,336
West,Anthropology,2023-03-16T17:00:00,49.0,0.2233131,,0.0,0.03381,41.315162,-105.580868,2023,3,16,17,-6.0,59,780.9,71,239.0,0.0,21.6,334
West,Anthropology,2023-03-16T18:00:00,47.0,,,0.0,0.03243,41.315162,-105.580868,2023,3,16,18,-6.7,63,780.6,23,155.0,0.0,16.1,331
West,Anthropology,2023-03-16T19:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,16,19,-8.2,70,780.4,23,54.0,0.0,12.2,326
West,Anthropology,2023-03-16T20:00:00,47.0,,,0.0,0.03243,41.315162,-105.580868,2023,3,16,20,-9.8,75,779.6,10,0.0,0.0,10.9,316
West,Anthropology,2023-03-16T21:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,16,21,-11.0,78,779.5,17,0.0,0.0,9.7,309
West,Anthropology,2023-03-16T22:00:00,47.0,,,0.0,0.03243,41.315162,-105.580868,2023,3,16,22,-12.6,81,778.7,23,0.0,0.0,8.7,300
West,Anthropology,2023-03-16T23:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,16,23,-14.3,83,777.8,15,0.0,0.0,8.7,287
West,Anthropology,2023-03-17T00:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,17,0,-15.5,86,776.8,7,0.0,0.0,9.8,276
West,Anthropology,2023-03-17T01:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,17,1,-16.0,90,776.3,2,0.0,0.0,9.5,259
West,Anthropology,2023-03-17T02:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,17,2,-17.8,87,774.4,1,0.0,0.0,8.7,246
West,Anthropology,2023-03-17T03:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,17,3,-19.5,85,772.9,1,0.0,0.0,8.9,243
West,Anthropology,2023-03-17T04:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,17,4,-20.5,84,772.4,9,0.0,0.0,8.1,249
West,Anthropology,2023-03-17T05:00:00,48.0,,,,0.03312,41.315162,-105.580868,2023,3,17,5,-21.0,84,771.6,26,0.0,0.0,10.2,260
West,Anthropology,2023-03-17T06:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,17,6,-21.1,84,772.0,1,0.0,0.0,11.2,268
West,Anthropology,2023-03-17T07:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,17,7,-21.2,84,772.6,0,0.0,0.0,11.2,272
West,Anthropology,2023-03-17T08:00:00,51.0,,,,0.03519,41.315162,-105.580868,2023,3,17,8,-20.7,81,773.4,0,28.0,0.0,11.2,274
West,Anthropology,2023-03-17T09:00:00,52.0,,,,0.0358799999999999,41.315162,-105.580868,2023,3,17,9,-17.0,76,776.8,0,181.0,0.0,12.4,280
West,Anthropology,2023-03-17T10:00:00,56.0,,,,0.03864,41.315162,-105.580868,2023,3,17,10,-11.8,70,781.2,2,385.0,0.0,14.5,289
West,Anthropology,2023-03-17T11:00:00,53.0,,,,0.03657,41.315162,-105.580868,2023,3,17,11,-8.6,62,783.2,3,562.0,0.0,21.6,300
West,Anthropology,2023-03-17T12:00:00,53.0,,,0.0,0.03657,41.315162,-105.580868,2023,3,17,12,-7.7,58,783.1,7,691.0,0.0,23.8,305
West,Anthropology,2023-03-17T13:00:00,52.0,,,0.0,0.0358799999999999,41.315162,-105.580868,2023,3,17,13,-6.9,52,782.9,0,772.0,0.0,25.6,308
West,Anthropology,2023-03-17T14:00:00,56.0,0.1927974999999999,,0.0,0.03864,41.315162,-105.580868,2023,3,17,14,-6.4,49,782.4,3,787.0,0.0,26.8,310
West,Anthropology,2023-03-17T15:00:00,52.0,0.2445544999999999,,0.0,0.0358799999999999,41.315162,-105.580868,2023,3,17,15,-6.3,49,782.3,10,694.0,0.0,27.3,311
West,Anthropology,2023-03-17T16:00:00,50.0,0.2233357,,0.0,0.0344999999999999,41.315162,-105.580868,2023,3,17,16,-6.4,50,781.7,3,563.0,0.0,24.6,321
West,Anthropology,2023-03-17T17:00:00,46.0,0.2466712999999999,,0.0,0.03174,41.315162,-105.580868,2023,3,17,17,-6.7,53,781.7,11,402.0,0.0,22.7,319
West,Anthropology,2023-03-17T18:00:00,46.0,0.2369467999999999,,0.0,0.03174,41.315162,-105.580868,2023,3,17,18,-7.5,59,781.5,3,245.0,0.0,20.1,316
West,Anthropology,2023-03-17T19:00:00,47.0,,,0.0,0.03243,41.315162,-105.580868,2023,3,17,19,-9.2,65,780.9,4,67.0,0.0,17.3,312
West,Anthropology,2023-03-17T20:00:00,45.0,,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,17,20,-10.7,69,780.6,13,0.0,0.0,15.1,303
West,Anthropology,2023-03-17T21:00:00,45.0,,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,17,21,-11.8,72,780.6,7,0.0,0.0,12.8,292
West,Anthropology,2023-03-17T22:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,17,22,-12.8,73,780.4,11,0.0,0.0,10.9,279
West,Anthropology,2023-03-17T23:00:00,45.0,,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,17,23,-13.8,74,779.5,3,0.0,0.0,9.7,270
West,Anthropology,2023-03-18T00:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,18,0,-15.0,75,778.6,2,0.0,0.0,10.8,266
West,Anthropology,2023-03-18T01:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,18,1,-15.6,76,778.2,0,0.0,0.0,11.9,267
West,Anthropology,2023-03-18T02:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,18,2,-16.1,74,777.6,0,0.0,0.0,12.6,268
West,Anthropology,2023-03-18T03:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,18,3,-16.5,73,777.5,0,0.0,0.0,13.3,272
West,Anthropology,2023-03-18T04:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,18,4,-16.9,71,777.9,0,0.0,0.0,17.9,279
West,Anthropology,2023-03-18T05:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,18,5,-17.3,70,778.0,0,0.0,0.0,17.2,281
West,Anthropology,2023-03-18T06:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,18,6,-17.8,70,777.9,0,0.0,0.0,15.7,279
West,Anthropology,2023-03-18T07:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,18,7,-18.4,70,777.8,0,0.0,0.0,14.5,277
West,Anthropology,2023-03-18T08:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,18,8,-18.3,69,778.0,0,31.0,0.0,14.8,276
West,Anthropology,2023-03-18T09:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,18,9,-15.6,67,780.6,0,194.0,0.0,15.3,279
West,Anthropology,2023-03-18T10:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,18,10,-10.9,62,783.9,0,393.0,0.0,15.1,282
West,Anthropology,2023-03-18T11:00:00,44.0,0.2493763999999999,,,0.0303599999999999,41.315162,-105.580868,2023,3,18,11,-6.9,50,785.8,0,568.0,0.0,20.4,287
West,Anthropology,2023-03-18T12:00:00,45.0,0.1827856,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,18,12,-5.3,46,785.9,0,699.0,0.0,22.1,296
West,Anthropology,2023-03-18T13:00:00,46.0,0.1876987,,0.0,0.03174,41.315162,-105.580868,2023,3,18,13,-4.4,43,785.8,0,774.0,0.0,22.0,305
West,Anthropology,2023-03-18T14:00:00,49.0,0.1255351999999999,,0.0,0.03381,41.315162,-105.580868,2023,3,18,14,-3.7,41,785.4,0,784.0,0.0,21.2,310
West,Anthropology,2023-03-18T15:00:00,48.0,0.1529014,,0.0,0.03312,41.315162,-105.580868,2023,3,18,15,-3.3,40,785.1,0,731.0,0.0,19.9,314
West,Anthropology,2023-03-18T16:00:00,47.0,0.1284764,,0.0,0.03243,41.315162,-105.580868,2023,3,18,16,-3.2,41,783.8,0,619.0,0.0,16.4,322
West,Anthropology,2023-03-18T17:00:00,47.0,0.1968429,,0.0,0.03243,41.315162,-105.580868,2023,3,18,17,-3.6,46,784.0,0,458.0,0.0,13.3,327
West,Anthropology,2023-03-18T18:00:00,46.0,0.2521124999999999,,0.0,0.03174,41.315162,-105.580868,2023,3,18,18,-4.9,56,783.6,1,265.0,0.0,10.6,332
West,Anthropology,2023-03-18T19:00:00,45.0,,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,18,19,-8.0,66,781.8,0,77.0,0.0,8.4,329
West,Anthropology,2023-03-18T20:00:00,45.0,,,0.0,0.0310499999999999,41.315162,-105.580868,2023,3,18,20,-8.9,58,781.3,0,0.0,0.0,11.2,315
West,Anthropology,2023-03-18T21:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,18,21,-10.3,61,780.1,0,0.0,0.0,7.9,270
West,Anthropology,2023-03-18T22:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,18,22,-13.8,71,777.1,0,0.0,0.0,7.9,227
West,Anthropology,2023-03-18T23:00:00,46.0,,,0.0,0.03174,41.315162,-105.580868,2023,3,18,23,-17.3,80,774.0,0,0.0,0.0,9.6,214
West,Anthropology,2023-03-19T00:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,19,0,-18.8,81,772.2,0,0.0,0.0,9.9,213
West,Anthropology,2023-03-19T01:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,19,1,-18.5,75,771.8,0,0.0,0.0,10.5,218
West,Anthropology,2023-03-19T02:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,2,-18.8,73,770.5,0,0.0,0.0,10.2,222
West,Anthropology,2023-03-19T03:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,3,-19.3,71,769.3,0,0.0,0.0,10.2,219
West,Anthropology,2023-03-19T04:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,4,-19.6,69,768.5,1,0.0,0.0,10.2,222
West,Anthropology,2023-03-19T05:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,19,5,-20.0,69,767.8,8,0.0,0.0,10.2,225
West,Anthropology,2023-03-19T06:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,6,-20.2,68,767.1,17,0.0,0.0,10.7,225
West,Anthropology,2023-03-19T07:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,19,7,-20.0,66,767.0,28,0.0,0.0,12.0,231
West,Anthropology,2023-03-19T08:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,19,8,-18.6,62,768.2,31,34.0,0.0,13.0,236
West,Anthropology,2023-03-19T09:00:00,43.0,,,,0.02967,41.315162,-105.580868,2023,3,19,9,-13.9,56,772.5,22,203.0,0.0,14.0,241
West,Anthropology,2023-03-19T10:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,10,-7.8,48,776.9,20,403.0,0.0,17.4,246
West,Anthropology,2023-03-19T11:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,11,-3.3,42,779.0,1,579.0,0.0,22.5,248
West,Anthropology,2023-03-19T12:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,19,12,-1.3,44,778.9,0,710.0,0.0,23.7,250
West,Anthropology,2023-03-19T13:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,19,13,-0.3,43,778.5,1,780.0,0.0,25.5,254
West,Anthropology,2023-03-19T14:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,14,0.4,44,777.6,6,787.0,0.0,25.6,256
West,Anthropology,2023-03-19T15:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,19,15,0.9,45,777.2,7,730.0,0.0,25.0,258
West,Anthropology,2023-03-19T16:00:00,43.0,,,,0.02967,41.315162,-105.580868,2023,3,19,16,0.9,46,776.5,10,612.0,0.0,22.5,264
West,Anthropology,2023-03-19T17:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,19,17,0.4,49,776.0,14,428.0,0.0,20.0,263
West,Anthropology,2023-03-19T18:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,19,18,-0.7,52,775.5,18,248.0,0.0,18.4,258
West,Anthropology,2023-03-19T19:00:00,47.0,,,,0.03243,41.315162,-105.580868,2023,3,19,19,-2.7,57,774.5,33,69.0,0.0,16.9,250
West,Anthropology,2023-03-19T20:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,20,-4.5,61,773.5,41,0.0,0.0,14.8,247
West,Anthropology,2023-03-19T21:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,21,-5.5,64,773.1,54,0.0,0.0,13.0,246
West,Anthropology,2023-03-19T22:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,22,-6.1,67,772.4,60,0.0,0.0,11.4,242
West,Anthropology,2023-03-19T23:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,19,23,-6.5,68,771.7,71,0.0,0.0,11.3,243
West,Anthropology,2023-03-20T00:00:00,44.0,0.2299993,,,0.0303599999999999,41.315162,-105.580868,2023,3,20,0,-6.7,68,771.0,84,0.0,0.0,11.1,245
West,Anthropology,2023-03-20T01:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,20,1,-7.2,67,770.0,86,0.0,0.0,10.8,249
West,Anthropology,2023-03-20T02:00:00,46.0,,,,0.03174,41.315162,-105.580868,2023,3,20,2,-7.6,68,769.2,87,0.0,0.0,10.2,252
West,Anthropology,2023-03-20T03:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,20,3,-8.1,69,768.0,86,0.0,0.0,9.7,248
West,Anthropology,2023-03-20T04:00:00,44.0,,,,0.0303599999999999,41.315162,-105.580868,2023,3,20,4,-8.9,72,766.1,88,0.0,0.0,10.8,249
West,Anthropology,2023-03-20T05:00:00,45.0,,,,0.0310499999999999,41.315162,-105.580868,2023,3,20,5,-9.3,75,765.0,70,0.0,0.0,9.8,242
West,Anthropology,2023-03-20T06:00:00,,,,,,41.315162,-105.580868,2023,3,20,6,-9.8,77,764.8,86,0.0,0.0,9.7,225
West,Anthropology,2023-03-20T07:00:00,,0.1771556,,,,41.315162,-105.580868,2023,3,20,7,-9.9,79,764.6,88,0.0,0.0,8.9,220
West,Anthropology,2023-03-20T08:00:00,53.0,0.1417112999999999,,,0.03657,41.315162,-105.580868,2023,3,20,8,-9.2,80,765.6,90,0.0,0.0,6.2,216
West,Anthropology,2023-03-20T09:00:00,54.0,0.1774778,,,0.03726,41.315162,-105.580868,2023,3,20,9,-6.6,78,767.4,93,12.0,0.1,8.0,190
West,Anthropology,2023-03-20T10:00:00,,0.1610942999999999,,,,41.315162,-105.580868,2023,3,20,10,-3.5,73,769.9,97,14.0,0.1,7.0,168
West,Anthropology,2023-03-20T11:00:00,,0.1417198999999999,,,,41.315162,-105.580868,2023,3,20,11,-1.1,69,771.3,100,47.0,0.1,9.8,152
West,Anthropology,2023-03-20T12:00:00,,0.1045701999999999,,0.0,,41.315162,-105.580868,2023,3,20,12,0.4,65,771.4,84,279.0,0.0,12.6,149
West,Anthropology,2023-03-20T13:00:00,58.0,0.0934955,,0.0,0.04002,41.315162,-105.580868,2023,3,20,13,0.9,62,771.0,78,234.0,0.1,13.1,164
West,Anthropology,2023-03-20T14:00:00,,0.0,,0.0,,41.315162,-105.580868,2023,3,20,14,1.8,60,770.4,90,482.0,0.1,13.0,185
West,Anthropology,2023-03-20T15:00:00,,0.0,,0.0,,41.315162,-105.580868,2023,3,20,15,2.2,64,770.4,98,337.0,0.2,12.1,207
West,Anthropology,2023-03-20T16:00:00,56.0,0.083428,,0.0,0.03864,41.315162,-105.580868,2023,3,20,16,2.2,68,770.4,75,310.0,0.3,7.1,229
West,Anthropology,2023-03-20T17:00:00,51.0,0.1009263,,0.0,0.03519,41.315162,-105.580868,2023,3,20,17,1.9,73,770.0,100,266.0,0.3,2.2,279
