model_type,bldgname,y_column,imputation_method,feature_method,n_feature,updated_n_feature,time_step,datelevel,rmse,mae,mape,model_file,model_data_path,building_file
ensembles,WTBC,present_elec_kwh,lstm,lassocv,4,3,1,hour,5.601926598307719,3.531539262550102,0.07261741937308328,./models/ensembles/WTBC_Data_Extended_present_elec_kwh_lstm_lassocv_4_3_1_hour,./models/tmp/WTBC_Data_Extended_present_elec_kwh_lstm,WTBC_Data_Extended.csv
xgboost,Indoor Practice Facility,present_elec_kwh,linear_interpolation,rfecv,1,1,1,hour,4.983174032467363,3.3938300720741714,0.14721984964418838,./models/xgboost/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_1_1_1_hour,./models/tmp/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_linear_interpolation,Indoor_Practice_Facility_Data_Extended.csv
solos,Energy Innovation Center,present_elec_kwh,linear_interpolation,rfecv,1,1,1,hour,4.14816271493138,2.343445821883275,0.02367080419874956,./models/solos/Energy_Innovation_Center_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_1_1_1_hour,./models/tmp/Energy_Innovation_Center_Data_Extended_present_elec_kwh_linear_interpolation,Energy_Innovation_Center_Data_Extended.csv
xgboost,Student Union,present_elec_kwh,linear_regression,rfecv,2,2,1,hour,9.597449642943433,6.223153250939262,0.07575655472643948,./models/xgboost/Student_Union_Data_Extended_present_elec_kwh_linear_regression_rfecv_2_2_1_hour,./models/tmp/Student_Union_Data_Extended_present_elec_kwh_linear_regression,Student_Union_Data_Extended.csv
ensembles,Geology,present_elec_kwh,linear_regression,rfecv,2,2,1,hour,4.918616706694516,4.433023334413983,0.3480138543868693,./models/ensembles/Geology_Data_Extended_present_elec_kwh_linear_regression_rfecv_2_2_1_hour,./models/tmp/Geology_Data_Extended_present_elec_kwh_linear_regression,Geology_Data_Extended.csv
xgboost,Education Annex,present_elec_kwh,linear_regression,lassocv,1,1,1,hour,5.315234879299753,4.229293951445801,0.272404699619624,./models/xgboost/Education_Annex_Data_Extended_present_elec_kwh_linear_regression_lassocv_1_1_1_hour,./models/tmp/Education_Annex_Data_Extended_present_elec_kwh_linear_regression,Education_Annex_Data_Extended.csv
xgboost,Visual Arts,present_elec_kwh,linear_interpolation,lassocv,6,6,1,hour,6.767093701234578,4.563904179941376,0.058743391070602426,./models/xgboost/Visual_Arts_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_6_6_1_hour,./models/tmp/Visual_Arts_Data_Extended_present_elec_kwh_linear_interpolation,Visual_Arts_Data_Extended.csv
ensembles,Old Main,present_elec_kwh,lstm,lassocv,3,3,1,hour,5.176712537872985,5.013333324504643,0.3405084203032046,./models/ensembles/Old_Main_Data_Extended_present_elec_kwh_lstm_lassocv_3_3_1_hour,./models/tmp/Old_Main_Data_Extended_present_elec_kwh_lstm,Old_Main_Data_Extended.csv
ensembles,Physical Science,present_chll_tonhr,linear_interpolation,lassocv,3,3,1,hour,0.714175925331464,0.502604629771565,0.2189061776574485,./models/ensembles/Physical_Science_Data_Extended_present_chll_tonhr_linear_interpolation_lassocv_3_3_1_hour,./models/tmp/Physical_Science_Data_Extended_present_chll_tonhr_linear_interpolation,Physical_Science_Data_Extended.csv
ensembles,Indoor Practice Facility,present_elec_kwh,prophet,lassocv,5,5,1,hour,5.881888319838101,4.612426038286838,0.2299306209936781,./models/ensembles/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_prophet_lassocv_5_5_1_hour,./models/tmp/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_prophet,Indoor_Practice_Facility_Data_Extended.csv
solos,Student Union,present_elec_kwh,linear_interpolation,rfecv,3,3,1,hour,8.518550991814061,5.842575628297245,0.05959878573227426,./models/solos/Student_Union_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_3_3_1_hour,./models/tmp/Student_Union_Data_Extended_present_elec_kwh_linear_interpolation,Student_Union_Data_Extended.csv
xgboost,Biological Sciences,present_elec_kwh,lstm,lassocv,3,3,1,hour,25.36665399560702,17.902421980431402,0.09658077650251556,./models/xgboost/Biological_Sciences_Data_Extended_present_elec_kwh_lstm_lassocv_3_3_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_elec_kwh_lstm,Biological_Sciences_Data_Extended.csv
ensembles,Enzi-STEM,present_elec_kwh,linear_interpolation,rfecv,7,2,1,hour,14.464430239766733,9.745520662064802,0.05720459589905712,./models/ensembles/Enzi-STEM_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_7_2_1_hour,./models/tmp/Enzi-STEM_Data_Extended_present_elec_kwh_linear_interpolation,Enzi-STEM_Data_Extended.csv
solos,Biological Sciences,present_chll_tonhr,lstm,rfecv,1,1,1,hour,2.484240176886097,1.5312148584649998,0.2943622835755618,./models/solos/Biological_Sciences_Data_Extended_present_chll_tonhr_lstm_rfecv_1_1_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_chll_tonhr_lstm,Biological_Sciences_Data_Extended.csv
solos,Visual Arts,present_elec_kwh,linear_regression,rfecv,6,6,1,hour,8.86976945609003,5.68257887010462,0.07016912353141758,./models/solos/Visual_Arts_Data_Extended_present_elec_kwh_linear_regression_rfecv_6_6_1_hour,./models/tmp/Visual_Arts_Data_Extended_present_elec_kwh_linear_regression,Visual_Arts_Data_Extended.csv
xgboost,Centennial Complex,present_chll_tonhr,linear_regression,rfecv,2,2,1,hour,3.461897250410557,1.9539715135880857,0.06795928502383396,./models/xgboost/Centennial_Complex_Data_Extended_present_chll_tonhr_linear_regression_rfecv_2_2_1_hour,./models/tmp/Centennial_Complex_Data_Extended_present_chll_tonhr_linear_regression,Centennial_Complex_Data_Extended.csv
xgboost,Physical Science,present_chll_tonhr,linear_interpolation,lassocv,2,2,1,hour,0.8825259131599213,0.5783708462403433,0.2610675718828714,./models/xgboost/Physical_Science_Data_Extended_present_chll_tonhr_linear_interpolation_lassocv_2_2_1_hour,./models/tmp/Physical_Science_Data_Extended_present_chll_tonhr_linear_interpolation,Physical_Science_Data_Extended.csv
solos,Physical Science,present_elec_kwh,linear_regression,rfecv,6,1,1,hour,45.99079343741718,33.457974843557515,0.1296347970590188,./models/solos/Physical_Science_Data_Extended_present_elec_kwh_linear_regression_rfecv_6_1_1_hour,./models/tmp/Physical_Science_Data_Extended_present_elec_kwh_linear_regression,Physical_Science_Data_Extended.csv
solos,Student Union,present_elec_kwh,prophet,lassocv,1,1,1,hour,6.553862550079216,4.553607222989758,0.05413261634999588,./models/solos/Student_Union_Data_Extended_present_elec_kwh_prophet_lassocv_1_1_1_hour,./models/tmp/Student_Union_Data_Extended_present_elec_kwh_prophet,Student_Union_Data_Extended.csv
ensembles,High Bay,present_elec_kwh,linear_interpolation,lassocv,6,6,1,hour,35.79050163744085,25.291288890844783,0.11172267170143445,./models/ensembles/High_Bay_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_6_6_1_hour,./models/tmp/High_Bay_Data_Extended_present_elec_kwh_linear_interpolation,High_Bay_Data_Extended.csv
ensembles,Student Union,present_elec_kwh,linear_interpolation,rfecv,5,3,1,hour,6.619631652893257,4.892729029236117,0.05068362309043396,./models/ensembles/Student_Union_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_5_3_1_hour,./models/tmp/Student_Union_Data_Extended_present_elec_kwh_linear_interpolation,Student_Union_Data_Extended.csv
xgboost,Energy Innovation Center,present_htwt_mmbtu,linear_interpolation,lassocv,5,1,1,hour,7.16594339853152,6.936437992713345,22.63129398987277,./models/xgboost/Energy_Innovation_Center_Data_Extended_present_htwt_mmbtu_linear_interpolation_lassocv_5_1_1_hour,./models/tmp/Energy_Innovation_Center_Data_Extended_present_htwt_mmbtu_linear_interpolation,Energy_Innovation_Center_Data_Extended.csv
solos,Arts and Sciences,present_elec_kwh,linear_regression,rfecv,6,1,1,hour,5.162782805233677,3.7355633669408586,0.1890605594357204,./models/solos/Arts_and_Sciences_Data_Extended_present_elec_kwh_linear_regression_rfecv_6_1_1_hour,./models/tmp/Arts_and_Sciences_Data_Extended_present_elec_kwh_linear_regression,Arts_and_Sciences_Data_Extended.csv
solos,Fine Arts,present_elec_kwh,linear_interpolation,lassocv,2,2,1,hour,10.85441584819326,5.750051742755379,0.036559501578877676,./models/solos/Fine_Arts_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_2_2_1_hour,./models/tmp/Fine_Arts_Data_Extended_present_elec_kwh_linear_interpolation,Fine_Arts_Data_Extended.csv
ensembles,Biological Sciences,present_chll_tonhr,lstm,rfecv,5,1,1,hour,2.2339682544005695,1.396104392629812,0.2589719895928446,./models/ensembles/Biological_Sciences_Data_Extended_present_chll_tonhr_lstm_rfecv_5_1_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_chll_tonhr_lstm,Biological_Sciences_Data_Extended.csv
xgboost,Coe Library,present_elec_kwh,lstm,lassocv,1,1,1,hour,35.03959551158236,23.04452016565795,0.07664517830389359,./models/xgboost/Coe_Library_Data_Extended_present_elec_kwh_lstm_lassocv_1_1_1_hour,./models/tmp/Coe_Library_Data_Extended_present_elec_kwh_lstm,Coe_Library_Data_Extended.csv
solos,Information Technology,present_elec_kwh,lstm,lassocv,5,3,1,hour,53.716707504810344,31.122350925231572,0.0700644427633917,./models/solos/Information_Technology_Data_Extended_present_elec_kwh_lstm_lassocv_5_3_1_hour,./models/tmp/Information_Technology_Data_Extended_present_elec_kwh_lstm,Information_Technology_Data_Extended.csv
solos,Geology,present_elec_kwh,prophet,lassocv,7,4,1,hour,4.8327096140316375,4.3203072121008494,0.3215110427969279,./models/solos/Geology_Data_Extended_present_elec_kwh_prophet_lassocv_7_4_1_hour,./models/tmp/Geology_Data_Extended_present_elec_kwh_prophet,Geology_Data_Extended.csv
xgboost,Engineering,present_elec_kwh,linear_interpolation,lassocv,5,1,1,hour,44.39243699037128,32.486331275265584,0.14894795816411951,./models/xgboost/Engineering_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_5_1_1_hour,./models/tmp/Engineering_Data_Extended_present_elec_kwh_linear_interpolation,Engineering_Data_Extended.csv
solos,Old Main,present_elec_kwh,lstm,lassocv,5,5,1,hour,5.372712051875686,5.1734562696472866,0.35011730898484866,./models/solos/Old_Main_Data_Extended_present_elec_kwh_lstm_lassocv_5_5_1_hour,./models/tmp/Old_Main_Data_Extended_present_elec_kwh_lstm,Old_Main_Data_Extended.csv
solos,WTBC,present_elec_kwh,linear_interpolation,rfecv,5,2,1,hour,5.425018491023432,3.2303145171419834,0.06761415910525037,./models/solos/WTBC_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_5_2_1_hour,./models/tmp/WTBC_Data_Extended_present_elec_kwh_linear_interpolation,WTBC_Data_Extended.csv
xgboost,Biological Sciences,present_chll_tonhr,linear_interpolation,rfecv,2,2,1,hour,1.4214693454675662,0.8956957153275922,0.21406519375834382,./models/xgboost/Biological_Sciences_Data_Extended_present_chll_tonhr_linear_interpolation_rfecv_2_2_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_chll_tonhr_linear_interpolation,Biological_Sciences_Data_Extended.csv
ensembles,Half Acre Gym,present_elec_kwh,prophet,rfecv,2,2,1,hour,6.556923928608292,4.985952657514354,0.07153331574681535,./models/ensembles/Half_Acre_Gym_Data_Extended_present_elec_kwh_prophet_rfecv_2_2_1_hour,./models/tmp/Half_Acre_Gym_Data_Extended_present_elec_kwh_prophet,Half_Acre_Gym_Data_Extended.csv
xgboost,Earth Sciences,present_chll_tonhr,lstm,lassocv,2,2,1,hour,0.9238265813352001,0.6934569794588036,0.4381389149729791,./models/xgboost/Earth_Sciences_Data_Extended_present_chll_tonhr_lstm_lassocv_2_2_1_hour,./models/tmp/Earth_Sciences_Data_Extended_present_chll_tonhr_lstm,Earth_Sciences_Data_Extended.csv
solos,Old Main,present_elec_kwh,lstm,rfecv,6,6,1,hour,5.460150297199813,5.187299394827304,0.3508732235487206,./models/solos/Old_Main_Data_Extended_present_elec_kwh_lstm_rfecv_6_6_1_hour,./models/tmp/Old_Main_Data_Extended_present_elec_kwh_lstm,Old_Main_Data_Extended.csv
solos,Indoor Practice Facility,present_elec_kwh,prophet,rfecv,5,5,1,hour,5.726194216749866,4.278903937057579,0.2172101075628329,./models/solos/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_prophet_rfecv_5_5_1_hour,./models/tmp/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_prophet,Indoor_Practice_Facility_Data_Extended.csv
xgboost,Earth Sciences,present_chll_tonhr,lstm,rfecv,7,7,1,hour,1.2720486395274022,0.9495535383645445,0.6810787259433669,./models/xgboost/Earth_Sciences_Data_Extended_present_chll_tonhr_lstm_rfecv_7_7_1_hour,./models/tmp/Earth_Sciences_Data_Extended_present_chll_tonhr_lstm,Earth_Sciences_Data_Extended.csv
ensembles,Energy Innovation Center,present_chll_tonhr,linear_regression,lassocv,4,0,1,hour,0.10011391932231964,0.06977142021069055,0.12829705240620073,./models/ensembles/Energy_Innovation_Center_Data_Extended_present_chll_tonhr_linear_regression_lassocv_4_0_1_hour,./models/tmp/Energy_Innovation_Center_Data_Extended_present_chll_tonhr_linear_regression,Energy_Innovation_Center_Data_Extended.csv
ensembles,Centennial Complex,present_elec_kwh,lstm,lassocv,3,3,1,hour,0.0021361614023046997,0.0014092290483122538,0.01149003485104745,./models/ensembles/Centennial_Complex_Data_Extended_present_elec_kwh_lstm_lassocv_3_3_1_hour,./models/tmp/Centennial_Complex_Data_Extended_present_elec_kwh_lstm,Centennial_Complex_Data_Extended.csv
solos,Stadium,present_elec_kwh,lstm,rfecv,6,6,1,hour,20.7691593282508,13.61942025525642,0.09384964190127305,./models/solos/Stadium_Data_Extended_present_elec_kwh_lstm_rfecv_6_6_1_hour,./models/tmp/Stadium_Data_Extended_present_elec_kwh_lstm,Stadium_Data_Extended.csv
ensembles,Information Technology,present_elec_kwh,linear_interpolation,rfecv,3,2,1,hour,49.32528110582362,28.12622560133123,0.06265297057173871,./models/ensembles/Information_Technology_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_3_2_1_hour,./models/tmp/Information_Technology_Data_Extended_present_elec_kwh_linear_interpolation,Information_Technology_Data_Extended.csv
xgboost,WRI and Bureau of Mines,present_elec_kwh,linear_interpolation,rfecv,4,2,1,hour,6.139732869702052,4.5037528247920715,0.09174897217867564,./models/xgboost/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_4_2_1_hour,./models/tmp/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_linear_interpolation,WRI_and_Bureau_of_Mines_Data_Extended.csv
xgboost,Indoor Practice Facility,present_elec_kwh,lstm,rfecv,6,3,1,hour,5.895621919256495,4.746911392321273,0.26209445620443883,./models/xgboost/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_lstm_rfecv_6_3_1_hour,./models/tmp/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_lstm,Indoor_Practice_Facility_Data_Extended.csv
solos,Williams Conservatory,present_elec_kwh,lstm,lassocv,2,1,1,hour,6.498535827475695,5.417569422376476,0.468999912439334,./models/solos/Williams_Conservatory_Data_Extended_present_elec_kwh_lstm_lassocv_2_1_1_hour,./models/tmp/Williams_Conservatory_Data_Extended_present_elec_kwh_lstm,Williams_Conservatory_Data_Extended.csv
solos,College of Education,present_elec_kwh,linear_regression,lassocv,4,4,1,hour,5.974573991911803,4.124991190840763,0.15597945588123865,./models/solos/College_of_Education_Data_Extended_present_elec_kwh_linear_regression_lassocv_4_4_1_hour,./models/tmp/College_of_Education_Data_Extended_present_elec_kwh_linear_regression,College_of_Education_Data_Extended.csv
xgboost,Energy Innovation Center,present_elec_kwh,linear_regression,lassocv,5,4,1,hour,4.582126708867355,2.7822377804042704,0.028055822701890557,./models/xgboost/Energy_Innovation_Center_Data_Extended_present_elec_kwh_linear_regression_lassocv_5_4_1_hour,./models/tmp/Energy_Innovation_Center_Data_Extended_present_elec_kwh_linear_regression,Energy_Innovation_Center_Data_Extended.csv
ensembles,General Storage,present_elec_kwh,linear_regression,lassocv,7,7,1,hour,3.8794680400276422,3.241678381889878,0.2519342169737608,./models/ensembles/General_Storage_Data_Extended_present_elec_kwh_linear_regression_lassocv_7_7_1_hour,./models/tmp/General_Storage_Data_Extended_present_elec_kwh_linear_regression,General_Storage_Data_Extended.csv
xgboost,Physical Science,present_chll_tonhr,linear_regression,rfecv,2,2,1,hour,1.2761743411395512,0.6676941047217805,0.2589607275137995,./models/xgboost/Physical_Science_Data_Extended_present_chll_tonhr_linear_regression_rfecv_2_2_1_hour,./models/tmp/Physical_Science_Data_Extended_present_chll_tonhr_linear_regression,Physical_Science_Data_Extended.csv
solos,General Storage,present_elec_kwh,linear_regression,rfecv,5,5,1,hour,3.8114310092766464,3.1692287452121146,0.24559862662793147,./models/solos/General_Storage_Data_Extended_present_elec_kwh_linear_regression_rfecv_5_5_1_hour,./models/tmp/General_Storage_Data_Extended_present_elec_kwh_linear_regression,General_Storage_Data_Extended.csv
xgboost,Aven Nelson,present_elec_kwh,linear_interpolation,lassocv,3,3,1,hour,5.492931191456865,4.40088565936838,0.357910396708806,./models/xgboost/Aven_Nelson_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_3_3_1_hour,./models/tmp/Aven_Nelson_Data_Extended_present_elec_kwh_linear_interpolation,Aven_Nelson_Data_Extended.csv
xgboost,Coe Library,present_elec_kwh,linear_regression,rfecv,4,4,1,hour,39.23426496416392,26.490817733228052,0.08823714300408536,./models/xgboost/Coe_Library_Data_Extended_present_elec_kwh_linear_regression_rfecv_4_4_1_hour,./models/tmp/Coe_Library_Data_Extended_present_elec_kwh_linear_regression,Coe_Library_Data_Extended.csv
solos,Old Main,present_elec_kwh,prophet,rfecv,2,2,1,hour,4.934258885112833,4.845067943756009,0.33336396905779114,./models/solos/Old_Main_Data_Extended_present_elec_kwh_prophet_rfecv_2_2_1_hour,./models/tmp/Old_Main_Data_Extended_present_elec_kwh_prophet,Old_Main_Data_Extended.csv
solos,Fine Arts,present_elec_kwh,prophet,lassocv,7,7,1,hour,16.648354865600705,10.377803496646084,0.0694039376966102,./models/solos/Fine_Arts_Data_Extended_present_elec_kwh_prophet_lassocv_7_7_1_hour,./models/tmp/Fine_Arts_Data_Extended_present_elec_kwh_prophet,Fine_Arts_Data_Extended.csv
solos,WRI and Bureau of Mines,present_elec_kwh,linear_regression,rfecv,3,2,1,hour,6.680589802994077,4.946525106754604,0.09801909143735328,./models/solos/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_linear_regression_rfecv_3_2_1_hour,./models/tmp/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_linear_regression,WRI_and_Bureau_of_Mines_Data_Extended.csv
ensembles,Indoor Practice Facility,present_elec_kwh,linear_interpolation,rfecv,3,3,1,hour,4.998221981337437,3.7152092340864797,0.16358946892150372,./models/ensembles/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_3_3_1_hour,./models/tmp/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_linear_interpolation,Indoor_Practice_Facility_Data_Extended.csv
ensembles,Service Building,present_elec_kwh,linear_regression,lassocv,7,7,1,hour,4.981441080444089,3.8216442759086817,0.2163966755107983,./models/ensembles/Service_Building_Data_Extended_present_elec_kwh_linear_regression_lassocv_7_7_1_hour,./models/tmp/Service_Building_Data_Extended_present_elec_kwh_linear_regression,Service_Building_Data_Extended.csv
solos,Aven Nelson,present_elec_kwh,lstm,lassocv,6,6,1,hour,6.031377861583554,5.005132286367119,0.38808381425168365,./models/solos/Aven_Nelson_Data_Extended_present_elec_kwh_lstm_lassocv_6_6_1_hour,./models/tmp/Aven_Nelson_Data_Extended_present_elec_kwh_lstm,Aven_Nelson_Data_Extended.csv
ensembles,Biological Sciences,present_elec_kwh,prophet,lassocv,6,6,1,hour,28.17996328963635,20.32010906953144,0.1066095021397416,./models/ensembles/Biological_Sciences_Data_Extended_present_elec_kwh_prophet_lassocv_6_6_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_elec_kwh_prophet,Biological_Sciences_Data_Extended.csv
solos,Half Acre Gym,present_elec_kwh,linear_interpolation,rfecv,6,4,1,hour,8.657733109488337,5.6798276199744535,0.07136624963551814,./models/solos/Half_Acre_Gym_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_6_4_1_hour,./models/tmp/Half_Acre_Gym_Data_Extended_present_elec_kwh_linear_interpolation,Half_Acre_Gym_Data_Extended.csv
ensembles,Service Building,present_elec_kwh,linear_regression,lassocv,5,5,1,hour,5.039552163123302,3.8316939117073567,0.21468144927130586,./models/ensembles/Service_Building_Data_Extended_present_elec_kwh_linear_regression_lassocv_5_5_1_hour,./models/tmp/Service_Building_Data_Extended_present_elec_kwh_linear_regression,Service_Building_Data_Extended.csv
