model_type,bldgname,y_column,imputation_method,feature_method,n_feature,updated_n_feature,time_step,datelevel,rmse,mae,mape,model_file,model_data_path,building_file
xgboost,Stadium,present_elec_kwh,lstm,rfecv,5,5,1,hour,19.49714848089274,13.09181043285116,0.09750447550012514,./models/xgboost/Stadium_Data_Extended_present_elec_kwh_lstm_rfecv_5_5_1_hour,./models/tmp/Stadium_Data_Extended_present_elec_kwh_lstm,Stadium_Data_Extended.csv
ensembles,Physical Science,present_elec_kwh,lstm,lassocv,2,2,1,hour,41.61966461562464,29.49189351724238,0.11503223204246098,./models/ensembles/Physical_Science_Data_Extended_present_elec_kwh_lstm_lassocv_2_2_1_hour,./models/tmp/Physical_Science_Data_Extended_present_elec_kwh_lstm,Physical_Science_Data_Extended.csv
ensembles,Physical Science,present_elec_kwh,linear_regression,rfecv,3,1,1,hour,43.067943287605615,31.49875417755405,0.12249011015071251,./models/ensembles/Physical_Science_Data_Extended_present_elec_kwh_linear_regression_rfecv_3_1_1_hour,./models/tmp/Physical_Science_Data_Extended_present_elec_kwh_linear_regression,Physical_Science_Data_Extended.csv
xgboost,Geology,present_elec_kwh,lstm,rfecv,5,3,1,hour,5.03487477572564,4.547511840631286,0.35351869887951914,./models/xgboost/Geology_Data_Extended_present_elec_kwh_lstm_rfecv_5_3_1_hour,./models/tmp/Geology_Data_Extended_present_elec_kwh_lstm,Geology_Data_Extended.csv
solos,Arts and Sciences,present_elec_kwh,lstm,lassocv,1,1,1,hour,4.863887611961616,3.6146042235489695,0.18237849749041174,./models/solos/Arts_and_Sciences_Data_Extended_present_elec_kwh_lstm_lassocv_1_1_1_hour,./models/tmp/Arts_and_Sciences_Data_Extended_present_elec_kwh_lstm,Arts_and_Sciences_Data_Extended.csv
solos,Service Building,present_elec_kwh,prophet,lassocv,4,4,1,hour,5.4391360397757404,3.990707175281067,0.2257732445346567,./models/solos/Service_Building_Data_Extended_present_elec_kwh_prophet_lassocv_4_4_1_hour,./models/tmp/Service_Building_Data_Extended_present_elec_kwh_prophet,Service_Building_Data_Extended.csv
solos,Indoor Practice Facility,present_elec_kwh,linear_interpolation,rfecv,5,4,1,hour,5.329131148348146,3.8814348102435785,0.17099148316249616,./models/solos/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_5_4_1_hour,./models/tmp/Indoor_Practice_Facility_Data_Extended_present_elec_kwh_linear_interpolation,Indoor_Practice_Facility_Data_Extended.csv
ensembles,Physical Science,present_chll_tonhr,lstm,rfecv,1,1,1,hour,1.141408946904705,0.6153001059411977,0.2216828831456348,./models/ensembles/Physical_Science_Data_Extended_present_chll_tonhr_lstm_rfecv_1_1_1_hour,./models/tmp/Physical_Science_Data_Extended_present_chll_tonhr_lstm,Physical_Science_Data_Extended.csv
xgboost,Biological Sciences,present_elec_kwh,prophet,rfecv,1,1,1,hour,24.427453726379078,16.98820596656139,0.092634835166331,./models/xgboost/Biological_Sciences_Data_Extended_present_elec_kwh_prophet_rfecv_1_1_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_elec_kwh_prophet,Biological_Sciences_Data_Extended.csv
ensembles,College of Education,present_elec_kwh,prophet,lassocv,5,5,1,hour,5.090284222367864,3.375995167322411,0.14228494902147498,./models/ensembles/College_of_Education_Data_Extended_present_elec_kwh_prophet_lassocv_5_5_1_hour,./models/tmp/College_of_Education_Data_Extended_present_elec_kwh_prophet,College_of_Education_Data_Extended.csv
ensembles,Old Main,present_elec_kwh,linear_regression,rfecv,4,4,1,hour,5.3762213491786,5.144134400278766,0.34895027523691957,./models/ensembles/Old_Main_Data_Extended_present_elec_kwh_linear_regression_rfecv_4_4_1_hour,./models/tmp/Old_Main_Data_Extended_present_elec_kwh_linear_regression,Old_Main_Data_Extended.csv
xgboost,General Storage,present_elec_kwh,prophet,lassocv,5,5,1,hour,3.7907807652915992,3.091188126717664,0.23349456658182385,./models/xgboost/General_Storage_Data_Extended_present_elec_kwh_prophet_lassocv_5_5_1_hour,./models/tmp/General_Storage_Data_Extended_present_elec_kwh_prophet,General_Storage_Data_Extended.csv
xgboost,Physical Science,present_chll_tonhr,prophet,rfecv,6,6,1,hour,1.338158259013026,0.7591130005490407,0.26703967368059667,./models/xgboost/Physical_Science_Data_Extended_present_chll_tonhr_prophet_rfecv_6_6_1_hour,./models/tmp/Physical_Science_Data_Extended_present_chll_tonhr_prophet,Physical_Science_Data_Extended.csv
xgboost,Enzi-STEM,present_elec_kwh,linear_interpolation,rfecv,2,2,1,hour,15.450630022249282,10.485937466948595,0.06272528265706201,./models/xgboost/Enzi-STEM_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_2_2_1_hour,./models/tmp/Enzi-STEM_Data_Extended_present_elec_kwh_linear_interpolation,Enzi-STEM_Data_Extended.csv
solos,Biological Sciences,present_chll_tonhr,linear_interpolation,lassocv,2,2,1,hour,1.6391878708623813,1.0465043281628255,0.24808396970128094,./models/solos/Biological_Sciences_Data_Extended_present_chll_tonhr_linear_interpolation_lassocv_2_2_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_chll_tonhr_linear_interpolation,Biological_Sciences_Data_Extended.csv
solos,Biological Sciences,present_elec_kwh,prophet,rfecv,1,1,1,hour,25.61506489531187,17.540062262906464,0.09492710898469646,./models/solos/Biological_Sciences_Data_Extended_present_elec_kwh_prophet_rfecv_1_1_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_elec_kwh_prophet,Biological_Sciences_Data_Extended.csv
solos,Information Technology,present_elec_kwh,prophet,lassocv,4,4,1,hour,53.82340745163157,35.10253616161962,0.0815424098427565,./models/solos/Information_Technology_Data_Extended_present_elec_kwh_prophet_lassocv_4_4_1_hour,./models/tmp/Information_Technology_Data_Extended_present_elec_kwh_prophet,Information_Technology_Data_Extended.csv
xgboost,Service Building,present_elec_kwh,linear_interpolation,lassocv,4,4,1,hour,5.089896619967589,3.9514734161806815,0.22055455746386016,./models/xgboost/Service_Building_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_4_4_1_hour,./models/tmp/Service_Building_Data_Extended_present_elec_kwh_linear_interpolation,Service_Building_Data_Extended.csv
ensembles,Biological Sciences,present_elec_kwh,linear_regression,rfecv,7,7,1,hour,28.871310407985593,21.067391566343524,0.10968751026031233,./models/ensembles/Biological_Sciences_Data_Extended_present_elec_kwh_linear_regression_rfecv_7_7_1_hour,./models/tmp/Biological_Sciences_Data_Extended_present_elec_kwh_linear_regression,Biological_Sciences_Data_Extended.csv
ensembles,Physical Science,present_elec_kwh,prophet,lassocv,1,1,1,hour,40.14825424403657,28.899676939521793,0.11280623236300023,./models/ensembles/Physical_Science_Data_Extended_present_elec_kwh_prophet_lassocv_1_1_1_hour,./models/tmp/Physical_Science_Data_Extended_present_elec_kwh_prophet,Physical_Science_Data_Extended.csv
