campus,bldgname,ts,present_elec_kwh,present_htwt_mmbtuh,present_wtr_usgal,present_chll_tonh,present_co2_tonh,historical_elec_kwh,historical_htwt_mmbtuh,historical_chll_tonh,historical_co2_tonh,latitude,longitude,year,month,day,hour
West,Enzi-STEM,2023-03-14T00:00:00,,0.6674563,,,,,,,,41.315513,-105.583207,2023,3,14,0
West,Enzi-STEM,2023-03-14T01:00:00,,0.8903532,,,,,,,,41.315513,-105.583207,2023,3,14,1
West,Enzi-STEM,2023-03-14T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,14,2
West,Enzi-STEM,2023-03-14T03:00:00,,0.9200212,,,,,,,,41.315513,-105.583207,2023,3,14,3
West,Enzi-STEM,2023-03-14T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,14,4
West,Enzi-STEM,2023-03-14T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,14,5
West,Enzi-STEM,2023-03-14T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,14,6
West,Enzi-STEM,2023-03-14T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,14,7
West,Enzi-STEM,2023-03-14T08:00:00,,0.7586118000000001,,,,,,,,41.315513,-105.583207,2023,3,14,8
West,Enzi-STEM,2023-03-14T09:00:00,,0.6814248,,,,,,,,41.315513,-105.583207,2023,3,14,9
West,Enzi-STEM,2023-03-14T10:00:00,,0.5845098,,,,,,,,41.315513,-105.583207,2023,3,14,10
West,Enzi-STEM,2023-03-14T11:00:00,,0.5645005999999999,,,,,,,,41.315513,-105.583207,2023,3,14,11
West,Enzi-STEM,2023-03-14T12:00:00,,0.5153168,,,,,,,,41.315513,-105.583207,2023,3,14,12
West,Enzi-STEM,2023-03-14T13:00:00,,0.4906445999999999,,,,,,,,41.315513,-105.583207,2023,3,14,13
West,Enzi-STEM,2023-03-14T14:00:00,,0.4544855999999999,,,,,,,,41.315513,-105.583207,2023,3,14,14
West,Enzi-STEM,2023-03-14T15:00:00,,0.4158214999999999,,,,,,,,41.315513,-105.583207,2023,3,14,15
West,Enzi-STEM,2023-03-14T16:00:00,,0.4945894999999999,,,,,,,,41.315513,-105.583207,2023,3,14,16
West,Enzi-STEM,2023-03-14T17:00:00,,0.4951090999999999,,,,,,,,41.315513,-105.583207,2023,3,14,17
West,Enzi-STEM,2023-03-14T18:00:00,,0.5357369,,,,,,,,41.315513,-105.583207,2023,3,14,18
West,Enzi-STEM,2023-03-14T19:00:00,,0.6939429,,,,,,,,41.315513,-105.583207,2023,3,14,19
West,Enzi-STEM,2023-03-14T20:00:00,,0.6285813,,,,,,,,41.315513,-105.583207,2023,3,14,20
West,Enzi-STEM,2023-03-14T21:00:00,,0.5979690999999999,,,,,,,,41.315513,-105.583207,2023,3,14,21
West,Enzi-STEM,2023-03-14T22:00:00,,0.6195989,,,,,,,,41.315513,-105.583207,2023,3,14,22
West,Enzi-STEM,2023-03-14T23:00:00,,0.5799369,,,,,,,,41.315513,-105.583207,2023,3,14,23
West,Enzi-STEM,2023-03-15T00:00:00,,0.5840494,,,,,,,,41.315513,-105.583207,2023,3,15,0
West,Enzi-STEM,2023-03-15T01:00:00,,0.5545253,,,,,,,,41.315513,-105.583207,2023,3,15,1
West,Enzi-STEM,2023-03-15T02:00:00,,0.6990575,,,,,,,,41.315513,-105.583207,2023,3,15,2
West,Enzi-STEM,2023-03-15T03:00:00,,0.7063849,,,,,,,,41.315513,-105.583207,2023,3,15,3
West,Enzi-STEM,2023-03-15T04:00:00,,0.5699436,,,,,,,,41.315513,-105.583207,2023,3,15,4
West,Enzi-STEM,2023-03-15T05:00:00,,0.5609219,,,,,,,,41.315513,-105.583207,2023,3,15,5
West,Enzi-STEM,2023-03-15T06:00:00,,0.7483108,,,,,,,,41.315513,-105.583207,2023,3,15,6
West,Enzi-STEM,2023-03-15T07:00:00,,0.8611591,,,,,,,,41.315513,-105.583207,2023,3,15,7
West,Enzi-STEM,2023-03-15T08:00:00,,0.7926694,,,,,,,,41.315513,-105.583207,2023,3,15,8
West,Enzi-STEM,2023-03-15T09:00:00,,0.5833296,,,,,,,,41.315513,-105.583207,2023,3,15,9
West,Enzi-STEM,2023-03-15T10:00:00,,0.496548,,,,,,,,41.315513,-105.583207,2023,3,15,10
West,Enzi-STEM,2023-03-15T11:00:00,,0.4692672999999999,,,,,,,,41.315513,-105.583207,2023,3,15,11
West,Enzi-STEM,2023-03-15T12:00:00,,0.4061887,,,,,,,,41.315513,-105.583207,2023,3,15,12
West,Enzi-STEM,2023-03-15T13:00:00,,0.4213028,,,,,,,,41.315513,-105.583207,2023,3,15,13
West,Enzi-STEM,2023-03-15T14:00:00,,0.4657450999999999,,,,,,,,41.315513,-105.583207,2023,3,15,14
West,Enzi-STEM,2023-03-15T15:00:00,,0.5360924,,,,,,,,41.315513,-105.583207,2023,3,15,15
West,Enzi-STEM,2023-03-15T16:00:00,,0.4494822999999999,,,,,,,,41.315513,-105.583207,2023,3,15,16
West,Enzi-STEM,2023-03-15T17:00:00,,0.5134512,,,,,,,,41.315513,-105.583207,2023,3,15,17
West,Enzi-STEM,2023-03-15T18:00:00,,0.6273751,,,,,,,,41.315513,-105.583207,2023,3,15,18
West,Enzi-STEM,2023-03-15T19:00:00,,0.9207642,,,,,,,,41.315513,-105.583207,2023,3,15,19
West,Enzi-STEM,2023-03-15T20:00:00,,0.8222341,,,,,,,,41.315513,-105.583207,2023,3,15,20
West,Enzi-STEM,2023-03-15T21:00:00,,0.7912975999999999,,,,,,,,41.315513,-105.583207,2023,3,15,21
West,Enzi-STEM,2023-03-15T22:00:00,,0.5875570999999999,,,,,,,,41.315513,-105.583207,2023,3,15,22
West,Enzi-STEM,2023-03-15T23:00:00,,0.7186544,,,,,,,,41.315513,-105.583207,2023,3,15,23
West,Enzi-STEM,2023-03-16T00:00:00,,0.8657383,,,,,,,,41.315513,-105.583207,2023,3,16,0
West,Enzi-STEM,2023-03-16T01:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,1
West,Enzi-STEM,2023-03-16T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,2
West,Enzi-STEM,2023-03-16T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,3
West,Enzi-STEM,2023-03-16T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,4
West,Enzi-STEM,2023-03-16T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,5
West,Enzi-STEM,2023-03-16T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,6
West,Enzi-STEM,2023-03-16T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,7
West,Enzi-STEM,2023-03-16T08:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,8
West,Enzi-STEM,2023-03-16T09:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,9
West,Enzi-STEM,2023-03-16T10:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,10
West,Enzi-STEM,2023-03-16T11:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,11
West,Enzi-STEM,2023-03-16T12:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,12
West,Enzi-STEM,2023-03-16T13:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,13
West,Enzi-STEM,2023-03-16T14:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,14
West,Enzi-STEM,2023-03-16T15:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,15
West,Enzi-STEM,2023-03-16T16:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,16
West,Enzi-STEM,2023-03-16T17:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,17
West,Enzi-STEM,2023-03-16T18:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,18
West,Enzi-STEM,2023-03-16T19:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,19
West,Enzi-STEM,2023-03-16T20:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,20
West,Enzi-STEM,2023-03-16T21:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,21
West,Enzi-STEM,2023-03-16T22:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,22
West,Enzi-STEM,2023-03-16T23:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,16,23
West,Enzi-STEM,2023-03-17T00:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,0
West,Enzi-STEM,2023-03-17T01:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,1
West,Enzi-STEM,2023-03-17T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,2
West,Enzi-STEM,2023-03-17T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,3
West,Enzi-STEM,2023-03-17T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,4
West,Enzi-STEM,2023-03-17T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,5
West,Enzi-STEM,2023-03-17T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,6
West,Enzi-STEM,2023-03-17T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,7
West,Enzi-STEM,2023-03-17T08:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,8
West,Enzi-STEM,2023-03-17T09:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,9
West,Enzi-STEM,2023-03-17T10:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,10
West,Enzi-STEM,2023-03-17T11:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,11
West,Enzi-STEM,2023-03-17T12:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,12
West,Enzi-STEM,2023-03-17T13:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,13
West,Enzi-STEM,2023-03-17T14:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,14
West,Enzi-STEM,2023-03-17T15:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,15
West,Enzi-STEM,2023-03-17T16:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,16
West,Enzi-STEM,2023-03-17T17:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,17
West,Enzi-STEM,2023-03-17T18:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,18
West,Enzi-STEM,2023-03-17T19:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,19
West,Enzi-STEM,2023-03-17T20:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,20
West,Enzi-STEM,2023-03-17T21:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,21
West,Enzi-STEM,2023-03-17T22:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,22
West,Enzi-STEM,2023-03-17T23:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,17,23
West,Enzi-STEM,2023-03-18T00:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,0
West,Enzi-STEM,2023-03-18T01:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,1
West,Enzi-STEM,2023-03-18T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,2
West,Enzi-STEM,2023-03-18T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,3
West,Enzi-STEM,2023-03-18T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,4
West,Enzi-STEM,2023-03-18T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,5
West,Enzi-STEM,2023-03-18T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,6
West,Enzi-STEM,2023-03-18T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,7
West,Enzi-STEM,2023-03-18T08:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,8
West,Enzi-STEM,2023-03-18T09:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,9
West,Enzi-STEM,2023-03-18T10:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,10
West,Enzi-STEM,2023-03-18T11:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,11
West,Enzi-STEM,2023-03-18T12:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,12
West,Enzi-STEM,2023-03-18T13:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,13
West,Enzi-STEM,2023-03-18T14:00:00,,0.7811365,,,,,,,,41.315513,-105.583207,2023,3,18,14
West,Enzi-STEM,2023-03-18T15:00:00,,0.7606866,,,,,,,,41.315513,-105.583207,2023,3,18,15
West,Enzi-STEM,2023-03-18T16:00:00,,0.7808071999999999,,,,,,,,41.315513,-105.583207,2023,3,18,16
West,Enzi-STEM,2023-03-18T17:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,17
West,Enzi-STEM,2023-03-18T18:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,18
West,Enzi-STEM,2023-03-18T19:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,19
West,Enzi-STEM,2023-03-18T20:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,20
West,Enzi-STEM,2023-03-18T21:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,21
West,Enzi-STEM,2023-03-18T22:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,22
West,Enzi-STEM,2023-03-18T23:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,18,23
West,Enzi-STEM,2023-03-20T00:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,0
West,Enzi-STEM,2023-03-20T01:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,1
West,Enzi-STEM,2023-03-20T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,2
West,Enzi-STEM,2023-03-20T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,3
West,Enzi-STEM,2023-03-20T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,4
West,Enzi-STEM,2023-03-20T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,5
West,Enzi-STEM,2023-03-20T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,6
West,Enzi-STEM,2023-03-20T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,7
West,Enzi-STEM,2023-03-20T08:00:00,,0.8555590999999999,,,,,,,,41.315513,-105.583207,2023,3,20,8
West,Enzi-STEM,2023-03-20T09:00:00,,0.8949484999999999,,,,,,,,41.315513,-105.583207,2023,3,20,9
West,Enzi-STEM,2023-03-20T10:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,20,10
West,Enzi-STEM,2023-03-20T11:00:00,,0.9148772,,,,,,,,41.315513,-105.583207,2023,3,20,11
West,Enzi-STEM,2023-03-20T12:00:00,,0.5107932,,,,,,,,41.315513,-105.583207,2023,3,20,12
West,Enzi-STEM,2023-03-20T13:00:00,,0.5483416,,,,,,,,41.315513,-105.583207,2023,3,20,13
West,Enzi-STEM,2023-03-20T14:00:00,,0.6743066,,,,,,,,41.315513,-105.583207,2023,3,20,14
West,Enzi-STEM,2023-03-20T15:00:00,,0.5990464,,,,,,,,41.315513,-105.583207,2023,3,20,15
West,Enzi-STEM,2023-03-20T16:00:00,,0.7056746999999999,,,,,,,,41.315513,-105.583207,2023,3,20,16
West,Enzi-STEM,2023-03-20T17:00:00,,0.6443380999999999,,,,,,,,41.315513,-105.583207,2023,3,20,17
West,Enzi-STEM,2023-03-20T18:00:00,,0.6531673,,,,,,,,41.315513,-105.583207,2023,3,20,18
West,Enzi-STEM,2023-03-20T19:00:00,,0.8073734,,,,,,,,41.315513,-105.583207,2023,3,20,19
West,Enzi-STEM,2023-03-20T20:00:00,,0.8849942,,,,,,,,41.315513,-105.583207,2023,3,20,20
West,Enzi-STEM,2023-03-20T21:00:00,,0.8597880999999999,,,,,,,,41.315513,-105.583207,2023,3,20,21
West,Enzi-STEM,2023-03-20T22:00:00,,0.6702803,,,,,,,,41.315513,-105.583207,2023,3,20,22
West,Enzi-STEM,2023-03-20T23:00:00,,0.6975625,,,,,,,,41.315513,-105.583207,2023,3,20,23
West,Enzi-STEM,2023-03-21T00:00:00,,0.9135921,,,,,,,,41.315513,-105.583207,2023,3,21,0
West,Enzi-STEM,2023-03-21T01:00:00,,0.9165437,,,,,,,,41.315513,-105.583207,2023,3,21,1
West,Enzi-STEM,2023-03-21T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,2
West,Enzi-STEM,2023-03-21T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,3
West,Enzi-STEM,2023-03-21T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,4
West,Enzi-STEM,2023-03-21T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,5
West,Enzi-STEM,2023-03-21T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,6
West,Enzi-STEM,2023-03-21T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,7
West,Enzi-STEM,2023-03-21T08:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,8
West,Enzi-STEM,2023-03-21T09:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,9
West,Enzi-STEM,2023-03-21T10:00:00,,0.6393095999999999,,,,,,,,41.315513,-105.583207,2023,3,21,10
West,Enzi-STEM,2023-03-21T11:00:00,,0.4901279,,,,,,,,41.315513,-105.583207,2023,3,21,11
West,Enzi-STEM,2023-03-21T12:00:00,,0.6206099,,,,,,,,41.315513,-105.583207,2023,3,21,12
West,Enzi-STEM,2023-03-21T13:00:00,,0.5567451,,,,,,,,41.315513,-105.583207,2023,3,21,13
West,Enzi-STEM,2023-03-21T14:00:00,,0.5511973,,,,,,,,41.315513,-105.583207,2023,3,21,14
West,Enzi-STEM,2023-03-21T15:00:00,,0.5144420999999999,,,,,,,,41.315513,-105.583207,2023,3,21,15
West,Enzi-STEM,2023-03-21T16:00:00,,0.5594324,,,,,,,,41.315513,-105.583207,2023,3,21,16
West,Enzi-STEM,2023-03-21T17:00:00,,0.7999419,,,,,,,,41.315513,-105.583207,2023,3,21,17
West,Enzi-STEM,2023-03-21T18:00:00,,0.7237372,,,,,,,,41.315513,-105.583207,2023,3,21,18
West,Enzi-STEM,2023-03-21T19:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,19
West,Enzi-STEM,2023-03-21T20:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,20
West,Enzi-STEM,2023-03-21T21:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,21
West,Enzi-STEM,2023-03-21T22:00:00,,0.7912666999999999,,,,,,,,41.315513,-105.583207,2023,3,21,22
West,Enzi-STEM,2023-03-21T23:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,21,23
West,Enzi-STEM,2023-03-22T00:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,0
West,Enzi-STEM,2023-03-22T01:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,1
West,Enzi-STEM,2023-03-22T02:00:00,,0.8887735,,,,,,,,41.315513,-105.583207,2023,3,22,2
West,Enzi-STEM,2023-03-22T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,3
West,Enzi-STEM,2023-03-22T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,4
West,Enzi-STEM,2023-03-22T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,5
West,Enzi-STEM,2023-03-22T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,6
West,Enzi-STEM,2023-03-22T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,7
West,Enzi-STEM,2023-03-22T08:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,8
West,Enzi-STEM,2023-03-22T09:00:00,,0.7906383,,,,,,,,41.315513,-105.583207,2023,3,22,9
West,Enzi-STEM,2023-03-22T10:00:00,,0.6613696,,,,,,,,41.315513,-105.583207,2023,3,22,10
West,Enzi-STEM,2023-03-22T11:00:00,,0.8357680999999999,,,,,,,,41.315513,-105.583207,2023,3,22,11
West,Enzi-STEM,2023-03-22T12:00:00,,0.6865933,,,,,,,,41.315513,-105.583207,2023,3,22,12
West,Enzi-STEM,2023-03-22T13:00:00,,0.5617416999999999,,,,,,,,41.315513,-105.583207,2023,3,22,13
West,Enzi-STEM,2023-03-22T14:00:00,,0.7930334,,,,,,,,41.315513,-105.583207,2023,3,22,14
West,Enzi-STEM,2023-03-22T15:00:00,,0.9140695,,,,,,,,41.315513,-105.583207,2023,3,22,15
West,Enzi-STEM,2023-03-22T16:00:00,,0.8695853,,,,,,,,41.315513,-105.583207,2023,3,22,16
West,Enzi-STEM,2023-03-22T17:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,17
West,Enzi-STEM,2023-03-22T18:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,18
West,Enzi-STEM,2023-03-22T19:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,19
West,Enzi-STEM,2023-03-22T20:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,20
West,Enzi-STEM,2023-03-22T21:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,21
West,Enzi-STEM,2023-03-22T22:00:00,,0.9231372,,,,,,,,41.315513,-105.583207,2023,3,22,22
West,Enzi-STEM,2023-03-22T23:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,22,23
West,Enzi-STEM,2023-03-23T00:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,0
West,Enzi-STEM,2023-03-23T01:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,1
West,Enzi-STEM,2023-03-23T02:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,2
West,Enzi-STEM,2023-03-23T03:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,3
West,Enzi-STEM,2023-03-23T04:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,4
West,Enzi-STEM,2023-03-23T05:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,5
West,Enzi-STEM,2023-03-23T06:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,6
West,Enzi-STEM,2023-03-23T07:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,7
West,Enzi-STEM,2023-03-23T08:00:00,,,,,,,,,,41.315513,-105.583207,2023,3,23,8
West,Enzi-STEM,2023-03-23T09:00:00,,0.9048129,,,,,,,,41.315513,-105.583207,2023,3,23,9
West,Enzi-STEM,2023-03-23T10:00:00,,0.7176003,,,,,,,,41.315513,-105.583207,2023,3,23,10
West,Enzi-STEM,2023-03-23T11:00:00,,0.5979249,,,,,,,,41.315513,-105.583207,2023,3,23,11
West,Enzi-STEM,2023-03-23T12:00:00,200.6329,0.5125698,,,0.138436701,,,,,41.315513,-105.583207,2023,3,23,12
West,Enzi-STEM,2023-03-23T13:00:00,221.2285,0.5036322,,,0.152647665,,,,,41.315513,-105.583207,2023,3,23,13
West,Enzi-STEM,2023-03-23T14:00:00,221.2627,0.5642501999999999,,,0.152671263,,,,,41.315513,-105.583207,2023,3,23,14
West,Enzi-STEM,2023-03-23T15:00:00,199.0492,0.6852225999999999,,,0.137343948,,,,,41.315513,-105.583207,2023,3,23,15
West,Enzi-STEM,2023-03-23T16:00:00,196.6637,0.8841872,,,0.135697953,,,,,41.315513,-105.583207,2023,3,23,16
West,Enzi-STEM,2023-03-23T17:00:00,193.1397,0.8596809,,,0.133266393,,,,,41.315513,-105.583207,2023,3,23,17
West,Enzi-STEM,2023-03-23T18:00:00,188.3893,0.6796770999999999,,,0.129988617,,,,,41.315513,-105.583207,2023,3,23,18
West,Enzi-STEM,2023-03-23T19:00:00,178.4961,,,,0.123162309,,,,,41.315513,-105.583207,2023,3,23,19
West,Enzi-STEM,2023-03-23T20:00:00,179.4292,,,,0.123806148,,,,,41.315513,-105.583207,2023,3,23,20
West,Enzi-STEM,2023-03-23T21:00:00,182.5958,,,,0.125991102,,,,,41.315513,-105.583207,2023,3,23,21
West,Enzi-STEM,2023-03-23T22:00:00,171.3751,,,,0.1182488189999999,,,,,41.315513,-105.583207,2023,3,23,22
West,Enzi-STEM,2023-03-23T23:00:00,159.4607,,,,0.1100278829999999,,,,,41.315513,-105.583207,2023,3,23,23
West,Enzi-STEM,2023-03-24T00:00:00,168.8138,,,,0.1164815219999999,,,,,41.315513,-105.583207,2023,3,24,0
West,Enzi-STEM,2023-03-24T01:00:00,165.8348,,,,0.114426012,,,,,41.315513,-105.583207,2023,3,24,1
West,Enzi-STEM,2023-03-24T02:00:00,166.2279,,,,0.114697251,,,,,41.315513,-105.583207,2023,3,24,2
West,Enzi-STEM,2023-03-24T03:00:00,181.8355,,,,0.1254664949999999,,,,,41.315513,-105.583207,2023,3,24,3
West,Enzi-STEM,2023-03-24T04:00:00,163.8249,,,,0.113039181,,,,,41.315513,-105.583207,2023,3,24,4
West,Enzi-STEM,2023-03-24T05:00:00,167.7176,,,,0.115725144,,,,,41.315513,-105.583207,2023,3,24,5
West,Enzi-STEM,2023-03-24T06:00:00,199.4853,,,,0.1376448569999999,,,,,41.315513,-105.583207,2023,3,24,6
West,Enzi-STEM,2023-03-24T07:00:00,186.7685,,,,0.1288702649999999,,,,,41.315513,-105.583207,2023,3,24,7
West,Enzi-STEM,2023-03-24T08:00:00,192.4533,,,,0.132792777,,,,,41.315513,-105.583207,2023,3,24,8
West,Enzi-STEM,2023-03-24T09:00:00,199.142,0.7452103999999999,,,0.1374079799999999,,,,,41.315513,-105.583207,2023,3,24,9
West,Enzi-STEM,2023-03-24T10:00:00,213.3695,0.8056774,,,0.147224955,,,,,41.315513,-105.583207,2023,3,24,10
West,Enzi-STEM,2023-03-24T11:00:00,208.0446,0.8283098,,,0.143550774,,,,,41.315513,-105.583207,2023,3,24,11
West,Enzi-STEM,2023-03-24T12:00:00,199.1204,0.6206813,,,0.1373930759999999,,,,,41.315513,-105.583207,2023,3,24,12
West,Enzi-STEM,2023-03-24T13:00:00,223.3393,0.6576795999999999,,,0.1541041169999999,,,,,41.315513,-105.583207,2023,3,24,13
West,Enzi-STEM,2023-03-24T14:00:00,189.54020000000003,0.5457434,,,0.130782738,,,,,41.315513,-105.583207,2023,3,24,14
West,Enzi-STEM,2023-03-24T15:00:00,188.2084,0.6764496,,,0.129863796,,,,,41.315513,-105.583207,2023,3,24,15
West,Enzi-STEM,2023-03-24T16:00:00,179.01010000000002,0.8760920999999999,,,0.123516969,,,,,41.315513,-105.583207,2023,3,24,16
West,Enzi-STEM,2023-03-24T17:00:00,174.57860000000002,0.7025756,,,0.120459234,,,,,41.315513,-105.583207,2023,3,24,17
West,Enzi-STEM,2023-03-24T18:00:00,194.5075,0.8946374,,,0.134210175,,,,,41.315513,-105.583207,2023,3,24,18
West,Enzi-STEM,2023-03-24T19:00:00,179.5495,,,,0.1238891549999999,,,,,41.315513,-105.583207,2023,3,24,19
West,Enzi-STEM,2023-03-24T20:00:00,171.8638,,,,0.118586022,,,,,41.315513,-105.583207,2023,3,24,20
West,Enzi-STEM,2023-03-24T21:00:00,180.2608,,,,0.1243799519999999,,,,,41.315513,-105.583207,2023,3,24,21
West,Enzi-STEM,2023-03-24T22:00:00,152.56029999999998,,,,0.1052666069999999,,,,,41.315513,-105.583207,2023,3,24,22
West,Enzi-STEM,2023-03-24T23:00:00,160.5649,,,,0.1107897809999999,,,,,41.315513,-105.583207,2023,3,24,23
West,Enzi-STEM,2023-03-25T00:00:00,162.922,,,,0.1124161799999999,,,,,41.315513,-105.583207,2023,3,25,0
West,Enzi-STEM,2023-03-25T01:00:00,161.7229,,,,0.111588801,,,,,41.315513,-105.583207,2023,3,25,1
