bldgname,ts,chiller PowerScout.AV-9030 (Power factor),chiller PowerScout.AV-1030 (KW),powerScout 24.AV-69030 (Power factor),powerScout 24.AV-61030 (KW),HVAC Lab.CHWDP-SP (psi),HVAC Lab.CLG-O (%),HVAC Lab.CHWP-O (%),HVAC Lab.CHWR-T (F),HVAC Lab.CHWS-T (F),HVAC Lab.CHW-F (gpm),HVAC Lab.CHW-DP (psi),HVAC Lab.OA-T (F),Supply Air Ebtron.AI-2,Supply Air Ebtron.AI-1,HVAC Lab.DA1-P (in H2O),HVAC Lab.MA-T (F),VAV-7.ZN-T (F),HVAC Lab.DA-T (F),VAV-3.ZN-T (F),HVAC Lab.HWS-T (F),VAV-2.ZN-T (F),Relief Air Ebtron.AI-1,Relief Air Ebtron.AI-2,VAV-1.ZN-T (F),HVAC Lab.PH-T (F),Outside Air Ebtron.AI-1,Outside Air Ebtron.AI-2,VAV-5.ZN-T (F),HVAC Lab.PHWS-T (F),VAV-4.ZN-T (F),VAV-6.ZN-T (F),HVAC Lab.PHW-F (gpm),HVAC Lab.PHWR-T (F),VAV-7.HTG-O (%),VAV-4.DPR-O (%),HVAC Lab.STM-O (%),HVAC Lab.MAD-O (%),VAV-5.DPR-O (%),HVAC Lab.SF-O (%),VAV-1.HTG-O (%),VAV-3.HTG-O (%),HVAC Lab.PH-O (%),VAV-5.HTG-O (%),VAV-3.DPR-O (%),VAV-6.DPR-O (%),VAV-2.HTG-O (%),VAV-6.HTG-O (%),HVAC Lab.EAD-O (%),VAV-4.HTG-O (%),VAV-7.DPR-O (%),VAV-1.DPR-O (%),VAV-2.DPR-O (%),VAV-2.EFFHTG-SP (F),VAV-3.SA-F (cfm),VAV-3.ZN-SP (F),VAV-1.ZN-SP (F),VAV-4.CLG-MAXFLOW (cfm),VAV-4.EFFCLG-SP (F),VAV-5.EFFCLG-SP (F),VAV-7.EFFHTG-SP (F),VAV-7.EFFCLG-SP (F),VAV-4.SAFLOW-SP (cfm),VAV-4.ZN-SP (F),VAV-6.SAFLOW-SP (cfm),VAV-2.SAFLOW-SP (cfm),VAV-4.EFFHTG-SP (F),HVAC Lab.DAT-SP (F),VAV-2.SA-F (cfm),VAV-3.EFFHTG-SP (F),VAV-2.EFFCLG-SP (F),VAV-6.EFFCLG-SP (F),VAV-1.SA-F (cfm),HVAC Lab.DAP-SP (in. WC),VAV-5.EFFHTG-SP (F),VAV-4.SA-F (cfm),VAV-5.SAFLOW-SP (cfm),HVAC Lab.EFFDAT-SP (F),VAV-7.SAFLOW-SP (cfm),HVAC Lab.MOAFLOW-SP (cfm),VAV-6.ZN-SP (F),VAV-1.SAFLOW-SP (cfm),VAV-3.EFFCLG-SP (F),VAV-5.SA-F (cfm),VAV-4.HTGOCC-MINFLOW (cfm),VAV-1.EFFHTG-SP (F),HVAC Lab.HTGOATLOCKOUT-SP,HVAC Lab.ECONSWO-SP (F),VAV-6.SA-F (cfm),VAV-4.CLGOCC-MINFLOW (cfm),VAV-6.EFFHTG-SP (F),VAV-1.EFFCLG-SP (F),VAV-3.SAFLOW-SP (cfm),VAV-5.ZN-SP (F),VAV-7.SA-F (cfm),VAV-2.ZN-SP (cfm),PowerScout 24.AV-29030,PowerScout 24.AV-1030,PowerScout 24.AV-9030,PowerScout 24.AV-21030,PowerScout 24.AV-45030,PowerScout 24.AV-49150,PowerScout 24.AV-41160,PowerScout 24.AV-42000,HWS-kBTU (kBTU),HVAC Lab.OA-F (cfm),HVAC Lab.DA-F (cfm),HVAC Lab.HWS-DT (F),HVAC Lab.RLF-F (cfm),HVAC Lab.HWS-Q (Btuh),dif_PHT_DAT (F),HW_delta_T (F),Metasys-OAT(F),OperationStatus,OperationStatusHWPump,PHW-F,DA-F,VAV-2HTG-O,VAV-2DPR-O,total_heat (kw),total_ele (kw),HWP_power(kw),Fan_power(kw),Chiller_power(kw),CWPump_power(kw),NCDC_OAT
hvaclab,4/18/2020 14:18,0.45528537,0.43086949,0.815287292,4.384259224,19,0,100,88.82723999,89.36722565,15.34187698,-2.948410511,43.66428757,70.95871735,1115.933594,0.643756986,76.13599396,78.74958801,70.09156799,74.16605377,145.0505524,74.95191193,104.9566193,51.02792358,75.59653473,68.89131165,731.5388794,47.2414856,69.05490112,147.1330872,74.20716858,76.67433167,5.650990486,142.6428223,0,100,11.43330669,42.57825851,39.14870453,100,0,0,0.788769245,100,100,100,0,0,42.57825851,0,100,100,62.03461838,69.98999786,609.6268921,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,169.1873932,70,73.98999786,74,602.7962646,2.25,70,210.0135345,65,70,700,125,72,920,74,67.46852875,250,70,60,68,210.1358643,250,70,74,920,68,318.177887,71.98999786,0.560136378,3.089406252,0.755926073,10.30005455,0.002426808,0.023057636,0.002609971,8604.087891,321094.7813,724.0969849,2471.903564,1.900527954,148.0809784,4784.209961,-1.200256348,4.490264893,43.66428757,1,1,5.650990486,2471.903564,0,62.03461838,3.717356074,11.87539739,2.335362735,5.769435247,0.196168575,3.57443083,46
hvaclab,4/18/2020 15:18,0.45555985,0.425540805,0.816676259,4.390020847,19,0,100,88.82723999,89.6648407,15.48501968,-2.948410511,44.96361923,71.13317871,1111.768188,0.642306089,76.43320465,78.45597076,70.09205627,74.4713974,143.7268524,75.25245667,183.2055969,52.13227081,75.90077972,68.8912735,682.9442749,48.80335999,69.65696716,145.7623291,74.50424957,76.67433167,5.562789917,141.8691559,0,100,9.96400547,44.71202087,39.14870453,100,0,0,0.788769245,100,100,100,0,0,44.71202087,0,100,100,63.1958847,69.98999786,609.6268921,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,169.1873932,70,73.98999786,74,602.7962646,2.25,70,210.0135345,65,70,700,125,72,920,74,67.46852875,250,70,60,68,210.1358643,250,70,74,920,68,318.177887,71.98999786,0.561881065,2.903087139,0.729340434,10.44132042,0.003730147,0.023419909,0.002913301,8604.617188,321098.7188,715.4022217,2423.621826,2.467514038,41.4536705,6208.21875,-1.200782776,3.893173218,44.96361923,1,1,5.562789917,2423.621826,0,63.1958847,3.172736542,11.76320418,2.117338834,5.866780241,0.193859305,3.585225803,47
hvaclab,4/18/2020 16:18,0.443114012,0.418652326,0.81639868,4.359097004,19,0,100,89.12448883,89.9641037,15.43370724,-2.948410511,44.85533905,71.11109924,1115.60022,0.640995383,76.43304443,79.79719543,70.08653259,74.4713974,146.053421,75.25245667,15.51725578,55.40663528,76.20391083,68.89310455,779.1480103,48.09792709,69.65696716,147.3336639,74.50424957,76.97786713,5.622750759,146.8432312,0,100,7.740689278,45.39348602,39.14870453,100,0,0,0.788769245,100,100,100,0,0,45.39348602,0,100,100,63.1958847,69.98999786,609.6268921,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,169.1873932,70,73.98999786,74,602.7962646,2.25,70,210.0135345,65,70,700,125,72,920,74,67.46852875,250,70,60,68,210.1358643,250,70,74,920,68,318.177887,71.98999786,0.560130119,2.987947941,0.733999074,10.34537125,0.002581618,0.025331795,0.003569972,8605.154297,321104,759.9603271,2442.646973,2.205657959,88.40477753,5586.171875,-1.19342804,0.490432739,44.85533905,1,1,5.622750759,2442.646973,0,63.1958847,0.403985625,11.7321768,2.19315102,5.794754031,0.185510712,3.558761041,46
hvaclab,4/18/2020 17:18,0.451926857,0.431757182,0.816026747,4.388087273,19,0,100,89.42159271,90.2614212,15.46210384,-2.948410511,45.19356537,70.64912415,1119.874512,0.641037107,76.13493347,78.92991638,69.48886871,74.77104187,142.5995789,75.25245667,34.18636703,54.54047394,76.20391083,67.99021149,750.3182983,48.67300415,69.9560318,143.9151764,74.80206299,76.97786713,5.594743729,142.2313385,0,100,10.76323032,42.51911926,39.14870453,100,0,0,0.788769245,92.51725006,100,100,0,0,42.51911926,0,100,100,63.1958847,69.98999786,609.6268921,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.87095642,169.1873932,70,73.98999786,74,602.7962646,2.25,70,210.0135345,65,69.87095642,700,125,72,920,74,67.46852875,250,70,60,68,210.1358643,250,70,74,920,68,318.177887,71.98999786,0.56214416,2.953091145,0.729454219,10.41583824,0.002534249,0.024392108,0.003228251,8605.68457,321107.1875,810.800293,2432.22168,1.797485352,120.0830002,4546.116699,-1.498657227,1.683837891,45.19356537,1,1,5.594743729,2432.22168,0,63.1958847,1.380123977,11.78526669,2.154144795,5.855202642,0.195122666,3.580796584,45
hvaclab,4/18/2020 18:18,0.462310046,0.419909686,0.816458523,4.38984108,19,0,100,90.01856995,90.56225586,15.30135727,-2.950706244,50.7913475,74.59288788,0,-0.007244879,69.64807129,80.01837921,72.87149048,74.77104187,145.7099762,75.86639404,26.64806747,58.6962738,77.7598114,69.49357605,14.01706886,54.9971199,70.25401306,144.2073517,75.10004425,77.89398193,-0.267883778,142.5131073,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,0,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,66.41136932,17.63856316,61,82,82,0,2.25,61,14.72515297,0,66.41136932,0,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.272715032,0.071196973,0.473652422,0.03391907,0.002698196,0.022034569,0.003477729,8606.21875,321110.7813,13.44977283,0,1.587341309,25.16689301,-187.8128967,-3.377914429,1.694244385,50.7913475,0,0,-0.267883778,0,0,0,0,3.821224491,0.033722619,0.00925024,0.194128466,3.584123165,37
hvaclab,4/18/2020 19:18,0.45868656,0.419571966,0.816808045,4.391509533,19,0,100,90.61486816,91.15699005,15.44892406,-2.953636646,56.63999939,80.58538055,0,-0.007244879,66.92977905,80.32346344,77.39205933,75.37902069,162.0575867,76.76381683,32.67731476,59.58940506,78.67915344,70.98455811,19.16864014,59.47657776,69.95305634,139.3620148,75.10004425,78.79595947,-0.259727716,136.1697998,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,0,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,62.24000168,17.63856316,61,82,82,0,2.25,61,14.72515297,0,62.24000168,0,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.242927715,0.067379303,0.463030607,0.033511151,0.002919872,0.021248834,0.003169473,8606.728516,321110.7813,28.8629303,0,2.758880615,39.8763504,-318.4639893,-6.407501221,3.192214966,56.63999939,0,0,-0.259727716,0,0,0,0,3.818811805,0.03119868,0.008140787,0.192452022,3.587020316,32
hvaclab,4/18/2020 20:18,0.444796294,0.428781003,0.813671172,4.373137951,19,0,100,90.91259766,91.45431519,15.44748306,-2.953636646,55.00657272,81.10332489,0,-0.007244879,66.63067627,80.62336731,77.98786163,75.37902069,163.2967072,77.069664,67.87568665,56.09526062,78.98220825,72.17727661,39.62425995,56.30718613,69.95305634,138.7622223,75.10004425,79.10124969,-0.260474712,129.8099976,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,0,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,63.09577179,17.63856316,61,82,82,0,2.25,61,14.72515297,0,63.09577179,0,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.204391927,0.066605024,0.463156521,0.032062419,0.003134303,0.027422981,0.003131469,8607.248047,321110.7813,26.27100182,0,8.424301147,55.19361496,-980.1896362,-5.810585022,8.952224731,55.00657272,0,0,-0.260474712,0,0,0,0,3.786418332,0.030848551,0.0065533,0.190720201,3.55829628,32
hvaclab,4/18/2020 21:18,0.453923225,0.417122573,0.815488935,4.376111507,19,0,100,91.21305084,91.75313568,15.60448551,-2.954239607,50.82685852,81.11063385,0,-0.007244879,65.13680267,81.23522186,77.98786163,75.37902069,163.6237335,77.3720932,53.81830597,54.60441589,78.98220825,72.77357483,32.16598892,52.63033676,69.95305634,137.8621216,75.10004425,79.3992691,-0.264958143,124.398056,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,0,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,65.87639618,17.63856316,61,82,82,0,2.25,61,14.72515297,0,65.87639618,0,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.219077364,0.0674446,0.454580277,0.033229288,0.00278747,0.021786328,0.003079514,8607.756836,321110.7813,30.74324608,0,13.11230469,50.35456467,-1548.317139,-5.214286804,13.46406555,50.82685852,0,0,-0.264958143,0,0,0,0,3.795950904,0.030658985,0.007279785,0.189341624,3.568670511,30
hvaclab,4/18/2020 22:18,0.46013236,0.442837954,0.814651847,4.373281479,19,0,100,91.21305084,92.0506134,15.5454998,-2.949746847,48.65811539,81.04773712,0,-0.007244879,63.34080887,81.8368454,77.98786163,75.08148956,162.0715332,77.3720932,53.18936539,53.03084183,78.98220825,73.07069397,40.57723236,50.11193848,69.95305634,136.6673584,75.10004425,79.3992691,-0.269277126,119.5603943,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,0,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,67.56125641,17.63856316,61,82,82,0,2.25,61,14.72515297,0,67.56125641,0,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.185426876,0.068416752,0.457847029,0.043941718,0.003312084,0.024062071,0.00310731,8608.274414,321110.7813,19.55343628,0,16.80028534,52.2120018,-2024.567261,-4.917167664,17.10696411,48.65811539,0,0,-0.269277126,0,0,0,0,3.805938289,0.031324407,0.008147975,0.203764073,3.562701834,27
hvaclab,4/18/2020 23:18,0.464622527,0.438984185,0.816983819,4.352069378,19,0,100,91.51105499,92.0506134,15.42217255,-2.949746847,47.71685028,80.79148102,0,-0.007244879,61.85205841,81.8307724,77.09119415,75.08148956,160.8719788,77.3720932,51.30500793,53.03529358,78.98220825,73.36790466,45.11100006,49.18722153,69.95305634,135.1682129,75.10004425,79.3992691,-0.258503705,115.0474167,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,100,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,68.18876648,17.63856316,61,82,82,0,2.25,61,14.72515297,0,68.18876648,700,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.218110546,0.070778109,0.468338907,0.031177225,0.003320049,0.02093045,0.003305507,8608.785156,321110.7813,25.15225983,0,19.89637756,47.50682068,-2281.783447,-3.72328949,20.1207962,47.71685028,0,0,-0.258503705,0,0,0,0,3.799480426,0.033148142,0.006800081,0.203961942,3.555570261,26
hvaclab,4/19/2020 0:18,0.462497026,0.438999742,0.815869927,4.366449833,19,0,100,91.51105499,92.34848785,15.47445965,-2.949746847,45.35409164,80.4861145,0,-0.007244879,61.55448532,81.8307724,77.09119415,74.48482513,160.2596588,77.3720932,58.70936584,50.59165955,78.98220825,73.36790466,42.77732849,47.44698715,69.95305634,133.9684448,75.10004425,79.3992691,-0.256084383,111.1485519,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,100,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,69.7639389,17.63856316,61,82,82,0,2.25,61,14.72515297,0,69.7639389,700,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.277700126,0.071419902,0.454359859,0.037272003,0.002919632,0.023373857,0.003873813,8609.301758,321110.7813,49.53876114,0,22.41876221,55.48104095,-2591.634521,-3.72328949,22.81989288,45.35409164,0,0,-0.256084383,0,0,0,0,3.80829196,0.032450337,0.01035044,0.203036075,3.562455108,28
hvaclab,4/19/2020 1:18,0.441363811,0.425821722,0.815118015,4.396181107,19,0,100,91.51105499,92.34848785,15.3921566,-2.949856758,45.34065628,80.28012085,0,-0.007244879,60.063694,82.13519287,76.79418182,74.48482513,159.9302063,77.3720932,38.50624847,50.91102982,78.98220825,73.06959534,24.02820206,46.96743393,69.65396118,132.770401,75.10004425,79.3992691,-0.268859357,107.8480225,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,100,0,0,61,17.5207901,68.20005035,72,230,82,82,61,82,0,72,0,0,61,69.77289581,17.63856316,61,82,82,0,2.25,61,14.72515297,0,69.77289581,700,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.298806548,0.071911409,0.466462612,0.025827872,0.002974105,0.023723148,0.003359325,8609.820313,321110.7813,42.1347847,0,25.02935791,51.43377686,-2989.419678,-3.724586487,24.92237854,45.34065628,0,0,-0.268859357,0,0,0,0,3.812610235,0.033543984,0.007717537,0.187942298,3.583406416,27
hvaclab,4/19/2020 2:18,0.461562604,0.438676745,0.815998793,4.321652412,19,0,100,91.51105499,92.34848785,15.56730366,-2.947437048,44.75126266,80.13394928,0,-0.007244879,60.063694,82.44738007,76.79418182,74.48482513,159.5445557,77.3720932,47.43758011,51.0506134,78.67521667,72.77172852,22.26888657,46.36714172,69.65396118,131.8743439,75.10004425,79.3992691,-0.268238276,104.5500717,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,100,0,0,61,42.19752502,68.20005035,72,230,82,82,61,82,0,72,0,0,61,69.95317078,17.63856316,61,82,82,0,2.25,61,14.72515297,0,69.95317078,700,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.242494881,0.067569032,0.452516764,0.02872633,0.003285559,0.024930837,0.002859941,8610.328125,321110.7813,39.55597305,0,27.26793671,54.28791046,-3244.398682,-4.022453308,27.32427216,44.75126266,0,0,-0.268238276,0,0,0,0,3.766482039,0.03057612,0.006965988,0.20247678,3.526463151,26
hvaclab,4/19/2020 3:18,0.459266603,0.438019782,0.816355467,4.346963882,19,0,100,91.51105499,92.34848785,15.4777422,-2.945898533,44.45194244,79.97722626,0,-0.007244879,59.76470184,82.7462616,76.79418182,74.48482513,159.2181549,77.3720932,36.14374924,50.65438843,78.67521667,72.77172852,26.37921524,45.8187561,69.65396118,131.2758942,75.10004425,79.3992691,-0.261268735,101.8532639,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,100,0,0,61,42.19752502,68.20005035,72,230,82,82,61,82,0,72,0,0,61,69.95317078,17.63856316,61,82,82,0,2.25,61,14.72515297,0,70,700,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.243011907,0.067171574,0.456096739,0.030126762,0.00321997,0.023312576,0.003265137,8610.848633,321110.7813,29.50674248,0,29.28002167,50.33794785,-3373.124268,-4.022453308,29.42263031,44.45194244,0,0,-0.261268735,0,0,0,0,3.787793485,0.030636736,0.007321162,0.201167857,3.54866773,23
hvaclab,4/19/2020 4:18,0.457159877,0.436304599,0.816473186,4.358260632,19,0,100,91.51105499,92.34848785,15.24862385,-2.945898533,44.11928558,79.89472198,0,-0.007244879,59.16433716,82.7462616,76.49693298,74.18572235,159.1756287,77.3720932,49.45827484,49.27944946,78.67521667,72.47434235,26.93035698,45.49202347,69.65396118,130.9785614,75.10004425,79.3992691,-0.256285816,99.45768738,0,0,0,0,0,0,0,0,0.788769245,0,0,0,0,0,0,0,100,0,0,61,42.19752502,68.20005035,72,230,82,82,61,82,0,72,0,0,61,69.95317078,17.63856316,61,82,82,0,2.25,61,14.72515297,0,70,700,125,72,0,82,4.708436012,250,61,60,68,0,250,61,82,0,68,0,71.98999786,0.247325689,0.068849884,0.459397346,0.032925729,0.003408837,0.022330284,0.002996238,8611.357422,321110.7813,44.1644516,0,31.13050079,66.02209473,-3508.345703,-4.022590637,31.52087402,44.11928558,0,0,-0.256285816,0,0,0,0,3.797636733,0.031629454,0.008143379,0.199460957,3.558402943,20
hvaclab,4/19/2020 5:18,0.458629519,0.438377231,0.814644217,4.360984325,19,0,100,90.05499268,90.71849823,15.51690674,-2.944440603,29.12394333,71.70232391,1101.380127,0.821294606,77.3314743,82.75243378,70.90489197,73.87663269,127.6269684,77.0555191,138.3275604,40.51472473,77.09108734,69.54012299,543.8483276,32.62236404,69.35372162,141.5662994,75.10005188,78.80068207,1.015230179,92.55963898,0,100,0.810812473,37.25587845,36.68533707,99.99999237,0,0,0.788769245,30.89756966,44.74731064,100,0,0,37.25587845,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.95317078,164.0378418,70,73.98999786,74,665.6182861,2.25,70,214.3679352,65,70,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.563719153,3.037569761,0.744087517,10.46329212,0.0028236,0.021222748,0.002885862,8611.87793,321110.7813,388.7915344,2424.088135,54.8637085,77.58840942,-6282.726563,-1.364768982,49.00666046,29.12394333,1,1,1.015230179,2424.088135,0,56.29779816,7.288820457,11.91227932,2.260217742,5.898358177,0.201052739,3.552650663,23
hvaclab,4/19/2020 6:18,0.445371032,0.421052635,0.817059994,4.354774475,19,0,100,89.75691986,90.42137146,15.49658298,-2.942774534,26.10032845,70.85346985,1091.607544,0.824763298,76.73352814,83.08812714,69.98770905,73.27581024,158.3123474,76.15338135,98.76068115,37.6058197,75.55876923,68.90539551,452.6979065,29.8573246,69.65351105,160.14505,74.79459381,77.89448547,1.341648817,161.8140106,0,100,5.850520611,30.42780685,36.68533707,99.99999237,0,0,0.788769245,33.32032394,43.66109848,100,0,0,30.42780685,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.95317078,164.0378418,70,73.98999786,74,683.1347046,2.25,70,214.3679352,65,70,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.56580323,2.804243326,0.709874213,10.26935101,0.003383952,0.019704618,0.003006803,8612.408203,321123.1563,447.7616577,2396.334717,4.72694397,102.0263367,4458.959473,-1.082313538,-1.668960571,26.10032845,1,1,1.341648817,2396.334717,0,56.29779816,-0.32803679,11.54672864,1.990660024,5.810431967,0.187524646,3.558112005,30
hvaclab,4/19/2020 7:18,0.444364905,0.417395294,0.816453159,4.370596409,19,0,100,89.75691986,90.42137146,15.5287962,-2.944807529,27.1662693,70.78942108,1115.422974,0.83018285,76.43630219,83.05984497,69.98770905,72.97721863,160.2816315,75.84941101,102.4797592,37.87311554,75.25959778,68.90539551,442.0174561,30.95359612,69.65351105,162.4417267,74.48281097,77.58890533,3.462232828,155.7309265,0,100,9.453751564,29.22903824,36.68533707,99.99999237,0,0,0.788769245,41.69468307,43.66109848,100,0,0,29.22903824,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.95317078,164.0378418,70,73.98999786,74,675.1751099,2.25,70,214.3679352,65,70,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.55775249,2.888353109,0.724137366,10.27219772,0.003199378,0.022298489,0.002926467,8612.945313,321126.875,442.4507751,2396.242676,5.929016113,108.6013107,8791.211914,-1.082313538,6.710800171,27.1662693,1,1,3.462232828,2396.242676,0,56.29779816,3.403832664,11.57477133,2.091564412,5.729343858,0.18547582,3.568387244,36
hvaclab,4/19/2020 8:18,0.447121978,0.429506212,0.814541221,4.402917385,19,0,100,89.45962524,90.42137146,15.54603577,-2.94250083,34.47612381,71.09873962,1115.591187,0.828922451,76.43630219,82.40496826,70.28701782,72.97721863,152.9472351,75.54903412,118.9843063,42.55186462,75.25959778,68.90401459,507.4436646,38.28081894,69.96169281,154.6967468,74.18475342,77.28979492,3.2191751,153.4778137,0,100,7.281053543,36.40849686,36.68533707,99.99999237,0,0,0.788769245,44.41356277,43.66109848,100,0,0,36.40849686,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.95317078,164.0378418,70,73.98999786,74,680.1975098,2.25,70,214.3679352,65,70,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.559314847,2.834366798,0.717475832,10.22029305,0.003751969,0.023985466,0.003046026,8613.473633,321131.625,513.4686279,2357.918945,1.326461792,120.5826187,2182.880615,-1.383003235,1.218933105,34.47612381,1,1,3.2191751,2357.918945,0,56.29779816,0.574860008,11.52835068,2.033589675,5.716361641,0.192041667,3.586357701,40
hvaclab,4/19/2020 9:18,0.447901398,0.426494122,0.817662418,4.430671692,19,0,100,89.45962524,90.42137146,15.36458492,-2.94250083,38.07409286,71.05879974,1090.826538,0.826969981,76.43630219,82.01132965,69.98999023,72.97721863,148.5691071,75.25196075,152.4185486,44.26045609,75.25959778,68.90401459,559.800415,42.30752563,69.96169281,150.2934265,74.18475342,77.28979492,3.313602448,148.8646851,0,100,7.747755051,39.4773941,36.68533707,99.99999237,0,0,0.788769245,41.89194107,43.66109848,100,0,0,39.4773941,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.95317078,164.0378418,70,73.98999786,74,679.6085815,2.25,70,214.3679352,65,70,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.551849067,2.893859386,0.721006215,9.943593025,0.0037129,0.019504847,0.002728692,8614.011719,321135.5313,577.3745117,2404.437256,1.356369019,118.3861237,2265.064697,-1.085975647,1.428741455,38.07409286,1,1,3.313602448,2404.437256,0,56.29779816,0.693572193,11.38767418,2.086490602,5.487362536,0.191027313,3.622793728,43
hvaclab,4/19/2020 10:18,0.445751041,0.434846938,0.817293644,4.404886723,19,0,100,89.45962524,90.42137146,15.45058346,-2.94250083,41.2923851,71.08061218,1103.19519,0.833106339,76.43630219,81.33268738,69.98999023,73.27627563,145.9598999,75.25196075,182.4780731,46.18938065,75.25959778,68.90401459,629.5809326,45.324646,69.96169281,147.5755615,74.18475342,76.99237061,3.68857336,146.4001923,0,100,7.654322624,41.54017639,36.68533707,99.99999237,0,0,0.788769245,42.45127106,43.66109848,100,0,0,41.54017639,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.95317078,164.0378418,70,73.98999786,74,678.4290771,2.25,70,214.3679352,65,70,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.561421037,2.94460535,0.741292357,10.3851738,0.003690931,0.025354877,0.003530112,8614.541992,321139.625,623.8201904,2409.82666,1.304641724,149.228302,2164.439697,-1.085975647,1.175369263,41.2923851,1,1,3.68857336,2409.82666,0,56.29779816,0.635141338,11.80718788,2.182813442,5.83045504,0.193833475,3.600085921,48
hvaclab,4/19/2020 11:18,0.450908422,0.422262132,0.816334784,4.40469265,19,0,100,89.45962524,90.42137146,15.42358875,-2.94250083,45.96599579,70.59182739,1093.821655,0.839965403,75.83909607,81.75491333,69.69205475,73.27627563,141.2153931,75.25196075,202.57547,47.88967896,75.55932617,68.30628204,852.100647,49.89605713,69.96169281,142.7211151,74.18475342,76.99237061,4.076582909,141.5211334,0,100,7.712922096,48.6676178,36.68533707,99.99999237,0,0,0.788769245,46.8071785,43.66109848,100,0,0,48.6676178,0,100,100,56.29779816,69.98999786,356.417572,68.20005035,72,230,74,74,70,74,230,72,350,150,70,69.35600281,164.0378418,70,73.98999786,74,685.4753418,2.25,70,214.3679352,65,69.35600281,700,125,72,920,74,63.34475327,250,70,60,68,210.5799255,250,70,74,350,68,344.4552307,71.98999786,0.557997048,2.93920517,0.726344943,10.21363831,0.00356247,0.024472153,0.00338575,8615.082031,321143.0625,719.1135864,2405.380371,1.166595459,227.2748108,2212.187256,-1.385772705,1.199981689,45.96599579,1,1,4.076582909,2405.380371,0,56.29779816,0.71665234,11.62016221,2.134876812,5.699180023,0.190401552,3.595703823,48
